fundRUNSeries,netPatrimony,providedFlow,rescuedFlow
8118-3A,193619412492.57535,1065991706.799605,1111570991.2697396
8118-3APV1,1745334.6356164385,0.0,0.0
8118-3B,60198744176.712326,141703024.43287605,194671856.2569244
8118-3G,9675905877.890411,53788119.19131675,69491214.25694355
8118-3H,10636868010.131506,24660644.012438856,22558617.663479976
8118-3I-APV,10868296202.926027,17736984.3556492,22123354.057846095
8118-3J,20327531243.32055,73944688.35660803,44309589.04159391
8118-3S,36093474202.8,84260273.97371839,106304109.58866668
8118-3V,17155180967.59726,217920208.15524602,132882751.49448033
8125-6A,554777354325.32,777623254.4435269,783443782.2542827
8125-6B,17007425394.46978,18544525.79915583,16767703.754180005
8125-6BCH,2239277205.214286,10480769.240985414,13131868.136935709
8125-6BPLUS,3182478319.0137362,18784563.71593179,10607899.348340826
8125-6D,258523240543.3,1070548661.6103925,586203994.5227375
8125-6E,0.0,0.0,0.0
8125-6L,347608944177.28345,1576415952.080327,1083915217.71825
8125-6M,465959366279.9705,317900517.91367143,606893414.292008
8127-2A,61818804652.71429,508545531.07373965,176027970.62913892
8127-2B,1053914693.5549451,4580736.235212567,2336867.6608364214
8127-2BPLUS,650288202.358885,5203295.103531767,5269486.928074177
8127-2E,26260788.69387755,0.0,4656536.913927021
8127-2L,141491084374.9365,1143593309.6285672,689692288.24174
8127-2M,4071169052.473016,30380995.050456244,13449664.605601536
8127-2P1,5611717297.565934,49980403.08233783,30211397.340091065
8129-9A,8186032752.071428,8589872.635801937,7429074.916832165
8129-9B,1689735804.142857,732638.3910140285,1350707.205675054
8129-9BCH,59652319379.23077,209368131.91634628,141895604.42007726
8129-9BPLUS,168538467.08241758,198730.9403872207,0.0
8129-9C,1882004648.4761906,632118.0545856114,1077913.5185207445
8129-9E,103628449.6904762,0.0,9117303.172142671
8129-9L,7134792875.481366,75894257.236184,79436519.22692826
8129-9M,1742031462.142857,2687209.5299572945,3281065.3434711974
8130-2A,29423714665.82192,25600144265.096886,25581684511.031303
8130-2APV,7576810521.438356,37652277.560221456,30076779.378696937
8130-2F,10390753351.430138,106643231.53294581,114876141.10644203
8130-2I,12179809454.958904,5130368980.532187,5186788438.713642
8130-2LV,107719302.1150685,10959094.830001699,11339630.80794825
8130-2P,5827391917.19726,36795500.720894605,36818049.619340815
8131-0A,3866917992.1904764,7354316.657746749,14255305.384987727
8131-0B,545041910.2252747,128053.68272706252,368706.1696717353
8131-0BCH,13616527691.717033,61785714.30827198,16250000.008508926
8131-0C,1497559019.6666667,6456354.092250409,1537367.0660049377
8131-0E,4368880.452380952,2.459210147142857,292363.5423711943
8131-0L,3772340863.6397514,25398817.12311243,22249303.74233456
8131-0M,1200004800.863354,3494291.373209041,3343112.595087306
8135-3A,13213668535.722221,3097007.1413002806,21532240.332097318
8135-3B,1534557515.043956,395470.00926683564,1436431.8405626104
8135-3BCH,30270055866.15934,30782967.038738508,132774725.28810461
8135-3D,10113576592.694445,4890060.212524141,23522025.833273973
8135-3E,198625871.6388889,6.824336963888888,59801155.041621976
8135-3L,8226204268.768292,7074132.499292931,14394685.087275682
8135-3M,11119369052.262196,3642691.1969549335,10679822.397882504
8141-8APV,6266506200.265754,11253951.091446409,12042430.885320153
8141-8CLASICA,85602864321.40549,215327495.86463848,144375007.5178208
8141-8D,12288703797.339725,15943902.888384217,14224560.396394068
8141-8E,0.0,0.0,0.0
8141-8G,3467638031.5150685,4713028.096711794,4445017.586912169
8141-8INSTITUCIO,81252967048.07397,359526198.669347,250505900.70659912
8141-8K,8360373548.068493,39538904.110477805,54020105.11188453
8141-8LARGOPLAZO,1141179789.7424657,3289515.2226574034,2692345.5330848675
8141-8LIQUIDEZ,100851079765.72603,753617057.8571906,665553393.8978549
8142-6APV,734364815.6328768,808578.207078068,1867560.6696956647
8142-6CLASICA,2146652912.7232876,1669874.836578357,1397553.9174714265
8142-6D,2358893668.690411,1974701.4340038002,2861869.623782714
8142-6G,260045218.23287672,332496.3428178285,550987.4750091353
8142-6INSTITUCIO,2999586091.6356163,534390.9639764603,4149249.2691666223
8142-6K,1062706322.6164384,132475.70196860647,4177466.019098201
8142-6LARGOPLAZO,202332539.44657534,58182.604362952035,327123.82126034045
8142-6LIQUIDEZ,1008932116.9589041,9215355.219913654,9228674.74896548
8152-3A,98073236225.77777,191528011.91241634,191497721.36831155
8152-3B,5251234736.733517,6152711.791613364,3230688.7190552996
8152-3BCH,173237941378.41483,388859890.1483453,372280219.80464107
8152-3D,61405129618.94444,63458249.987213954,67589996.02371462
8152-3E,0.0,0.0,0.0
8152-3L,73867062158.42378,96396921.47074448,105405952.03930764
8152-3M,117918024897.0061,32594444.233537365,86678876.19766466
8152-3V,1084020845.6126373,1373015.5370141238,257928.13772791717
8159-0ALTO,1856878593.8986301,6709156.818612069,3622041.7021119874
8159-0AM,1115708746.9561644,2384591.7814212274,6578776.581758028
8159-0APV,1533107635.030137,1559402.9829222485,1507310.4384940937
8159-0EJECU,9831841273.369864,35982847.40526938,17403739.053094625
8159-0G,580487213.3315068,1491823.1964636506,3081259.3877631724
8159-0III,55729944.46849315,45331.25465457995,0.0
8159-0INVER,5528475737.528768,19931448.712978315,15081136.726692775
8159-0UNIVE,8764274475.747946,64042000.0282918,41163082.481166705
8160-4ALTO,329928646.2,1582078.7973475358,751993.0484483173
8160-4APV,1410958709.1780822,961223.4615588435,552897.1703312465
8160-4EJECU,4684641047.09863,14223302.055177195,12715508.961571053
8160-4G,155129051.7260274,1217781.3727494394,944193.5926946418
8160-4III,0.0,0.0,0.0
8160-4INVER,2275693356.0931506,5574667.33710972,4768846.299221118
8160-4UNIVE,4151835730.8657537,29757172.761069916,25416218.634690944
8170-1A,1346051027.0219178,5811413.598516531,5766215.111848631
8170-1APV,11804872473.775343,7466296.322232416,7015285.2898796145
8170-1F,3615311290.421918,2975178.284500531,2688690.6296593556
8170-1LV,7090607822.6931505,10964562.49378888,21561717.212530002
8170-1P,851510422.9972603,525843.599556135,572640.2295237114
8172-8A,8958980046.528906,12520433.388824282,16272872.264392368
8172-8APV,11524334813.748055,7281983.719479239,10557942.057471829
8172-8F,7585419549.225871,10607507.675966978,10545204.803544419
8172-8I,2075804747.5679224,0.0,95491.17354552973
8172-8LV,34069662442.61539,138208273.9452185,108100068.92512742
8172-8O,392223967.42642915,3293764.705689749,1616513.8193821649
8172-8P,1466507376.3387039,2457166.2251640595,1980557.431546468
8174-4ALPAT,1901553397.7657142,65941072.37442281,57747430.39397121
8174-4APV,637148830.7232877,283040.1940409689,1108631.4846131797
8174-4APVC,0.0,0.0,0.0
8174-4BCI,1480689234.6410959,0.0,5733834.624569615
8174-4BPRIV,4959432360.589041,23742890.479036566,19049005.626241263
8174-4CLASI,54456277266.29589,193232113.12122747,177478560.5795567
8174-4FAMIL,0.0,0.0,0.0
8174-4I,706357030.8131313,4040404.0404959386,505050.50497796567
8177-9A,62020449905.87397,1122775887.956837,1192881151.4951797
8177-9APV,8155646161.643836,124408761.9971882,127736766.12206309
8177-9F,94348786720.75069,3449323167.701735,3570307675.705106
8177-9I,235952241830.68768,42504049199.01418,42773031873.21623
8177-9LV,22138913491.19178,213967637.0884547,246681722.61942905
8177-9P,35025242.389041096,0.0,224.15894955616437
8178-7APV,781576583.3589041,4756879.80881887,2029355.245912384
8178-7CLASICA,882075931.1123288,3928546.6309509487,1079265.782058608
8178-7D,1424749792.380822,5425480.123090122,2456779.63223856
8178-7G,448503014.38082194,1577614.4908010976,555264.1336498734
8178-7INSTITUCIO,637501211.769863,1427522.3459626236,553723.5004279651
8178-7K,8718068271.167124,83052739.72634543,30105479.452260997
8178-7LARGOPLAZO,121637286.20273973,395999.303938244,67368.70645778372
8178-7LIQUIDEZ,3452275248.5178084,35496322.9533179,23225288.063290697
8178-7PATRIMONIA,0.0,0.0,0.0
8183-3APV,3838128621.6054792,9812917.426964862,12351081.458841188
8183-3CLASICA,4808552584.358904,5146870.5370460395,4727953.424832713
8183-3D,11291287674.723288,11934601.08526134,11893176.151594037
8183-3G,4898348980.671233,3907969.9692752967,4475153.494486408
8183-3INSTITUCIO,1959216516.49863,5413019.57244036,6500432.692962789
8183-3K,507066062.8547945,9090293.150969101,9270056.474674527
8183-3LARGOPLAZO,567037682.3205479,1554561.5419568603,1250527.8984048918
8183-3LIQUIDEZ,11989781537.542465,42912371.049108,47661604.838093475
8183-3PATRIMONIA,2379847542.2520547,410958.90397376433,27397.26038879641
8187-6AHORRO,4354487541.520548,6130934.076322088,4064810.617435671
8187-6CLASICA,78392594721.48492,1214211632.0559847,1198887586.716207
8187-6FAMILIA,1074217423.8328767,1994592.641385968,3695795.606217946
8187-6LIQUIDEZ,23766958947.50137,6720004740.244792,6708900121.387522
8187-6PREMIUM,8119451731.29863,15551249.587621747,16646334.094994385
8187-6WEB,10357356191.646576,18955744.094864342,17962412.24646696
8188-4A,2252069968.150685,5032922.626801803,2515151.389319702
8188-4APV,0.0,0.0,0.0
8188-4F,1292468778.7041097,79039.32359110977,944685.1876010817
8188-4V,17849808.161643837,0.0,34688.531852854576
8189-2A,11170894091.616667,8903600.003703935,10260521.776187422
8189-2B,1822019262.3763735,164554.877341258,646075.9933340905
8189-2C,3209080156.45,2909325.298843801,1566808.2743014998
8189-2E,-0.08333333333333333,0.0,0.0
8189-2L,9729865358.016182,6258415.538758847,11644264.926359072
8189-2M,2717305458.093851,1762365.5401113445,3013260.2579821735
8193-0A,2632143550.0657535,3113692.9962587757,7530019.452766402
8193-0APV,16585546418.268494,6612553.6920710225,11191322.949435297
8193-0F,8435533800.638356,4298857.544306166,5132480.017970055
8193-0LV,0.0,0.0,0.0
8193-0P,1385072235.4136987,2204759.628153157,2743334.4611331383
8202-3A,110402385340.47124,4804263061.911645,4833288131.383549
8202-3A-APV,5238075211.013699,87317128.36047366,86781975.78569432
8202-3D,106821.77808219178,1643.8806303110684,1642.7318425448768
8202-3D-APV,0.0,0.0,0.0
8202-3F,168883694314.463,76601791022.18376,76680944858.09142
8202-3I,94552546222.2685,5278935423.031383,5329678286.2672415
8202-3I-APV,700773247.2602739,348040154.02066714,354377480.997116
8203-1A,18947051846.676712,88522601.06933,74506128.42432816
8203-1B,519539662.8465753,1760576.3116180766,786140.3075637635
8203-1B-APV,3767294270.109589,4271830.370045352,3964262.47305262
8203-1I,38559726016.967125,152250551.45812663,177017954.72959673
8203-1I-APV,540267552.3342465,2389930.418751719,4881138.226252301
8204-KA,3762907005.241096,2990124.5093748993,3984478.702409036
8204-KB,815630623.030137,747757.3300804147,1463205.3527113255
8204-KB-APV,3668963946.0849314,5442729.655937525,7896607.836010632
8204-KC,1004634665.9260274,8655857.745851321,8679770.433649594
8204-KD,5060166.463013698,563.3510777588218,7969.939126570849
8204-KD-APV,44542231.17808219,5092.8024827301915,52734.38107344282
8204-KF,595542435.0465753,6076585.481183173,854873.1667615885
8204-KF-APV,0.0,0.0,0.0
8204-KI,610575578.460274,2001436.3716774853,569163.1546379487
8204-KI-APV,24239099.64109589,7785.815248843617,20223.79495139836
8205-8A,3847130525.39726,6065134.337951773,4987278.226578331
8205-8ADC,27514449.265753426,0.0,0.0
8205-8B,1219611950.5671232,1903251.6182223721,995589.3340967465
8205-8B-APV,3571473079.0630136,2070280.2233160483,2560096.4204809507
8205-8C,803709384.7753425,6508239.405006913,7256074.158609306
8205-8F,5219919607.336987,0.0,0.0
8205-8F-APV,0.0,0.0,0.0
8205-8I,1611389718.2876713,2507058.9533548355,785036.080372936
8205-8I-APV,454584522.84931505,11993.083010780874,1905488.2562332323
8206-6B,2974417309.3808217,3023698.401241488,2535329.901874317
8206-6B-APV,1637836383.761644,269085.1489364039,881393.9766054023
8206-6D,0.0,0.0,0.0
8206-6D-APV,0.0,0.0,0.0
8206-6I,2558008576.320548,3287671.232371441,615694.9106094247
8206-6I-APV,4828253.657534246,2108.8222877343014,12240.544970702467
8206-6X,0.0,0.0,0.0
8207-4A,1805400606.903218,6550981.201674429,3865778.401022426
8207-4B,19696510.99367645,3210.920271221008,1892.1715711957013
8207-4B-APV,447301267.627971,587496.6904258005,733140.6146466122
8207-4I,232489620.49733534,1071112.1176775128,0.0
8207-4I-APV,0.0,0.0,0.0
8209-0CORP,29504798636.01096,5958079673.372231,5888736140.906283
8209-0EJECU,27140857537.950684,19225926217.72001,19247697642.43896
8209-0INVER,3397342033.0657535,493440851.12625825,493070343.85602415
8230-9GLOBAL,770306766654.7949,53248292680.31795,50827838408.44811
8230-9UNICA,714808098453.7317,63458999935.41327,63229200916.714294
8234-1B,0.0,0.0,0.0
8234-1C,3484856.597260274,0.0,0.0
8234-1F1,39390109800.0,536110163.50938135,477100158.6260631
8234-1M1,34615930939.57434,1752030341.5235593,1721842164.3497958
8238-4UNICA,60093621410.013054,11892859785.408178,11698087347.401114
8240-6A,32124709480.065754,30059597.01930393,75939933.63313515
8240-6APV,5587869010.7260275,6999517.152936868,15308994.778167479
8240-6APV-AP-APV,378669.954887218,27025.39766026466,1591.4211170935337
8240-6D,41624438.093333334,507813.6887960622,26390.4992783452
8240-6F,33321368124.589043,60832928.11612535,115038754.61102901
8240-6I,16806194943.983562,162610547.8824163,84400735.45719571
8240-6LV,69224330037.03561,182414410.9562682,179147452.05462137
8240-6P,0.0,0.0,0.0
8244-9A,4370766842.365269,994338.4172316522,2727724.108593808
8244-9E,1669577137.159887,2121846.466741534,724620.3282831971
8244-9INSTI,44747319.631554514,1038493.1113042327,0.0
8244-9USD,264888475.24764404,533837.0265187856,24886.281987642302
8245-7A,26809669546.80822,5564750.21070776,20758598.07919776
8245-7APV,3370741536.5643835,4245814.379344117,5586172.491371401
8245-7APV-AP,4794940320.572602,3516177.7727756505,3542161.97926252
8245-7F,18496047812.19178,8435268.057689253,26510609.35059851
8245-7I,1724685337.9452055,0.0,54794.520519541235
8245-7LV,0.0,0.0,0.0
8245-7P,30979061.802739725,25707.02726403792,4088.6792445086026
8247-3A,2430189462.9534245,12716655.046522386,8701921.556285081
8247-3B-APV/APVC,723354377.6739726,722838.015571831,762022.2754545901
8247-3CUI,3186357332.509589,7353753.898258098,4445775.509648558
8247-3D,32156152.98082192,1535944.3505630833,1472107.2603230905
8247-3Z,1762480720.0876713,4079452.0548690106,2075369.8115522175
8248-1A,989140467514.6449,89170997259.222,88471413351.49413
8248-1BCH,3903317271.9795737,83598941.1968504,80603135.363195
8248-1BPLUS,934538099.4003572,9437060.089603052,3257683.5176953604
8249-KA1,13973911870.282694,39616386.2682822,297238.7026571216
8249-KBCH,0.0,0.0,0.0
8249-KD,26347777072.3285,8885488.156320676,13371390.787415188
8249-KL,26448329021.86285,51381303.175533436,21213142.96581675
8249-KM,14152241823.02927,9969838.835980037,10739823.739217004
8249-KP,0.0,0.0,0.0
8250-3A,2426473195.5616436,16871363.221697085,13795960.859485082
8250-3B,3091622927.9945207,7503417.334151612,7313059.486265562
8250-3C,10354192957.950686,58160066.584253535,63727665.50916652
8250-3G,11591414324.224657,23626671.97205615,31631108.284865
8250-3LP180,25851618207.038357,117117653.91816276,140860444.84695983
8250-3LP3,2068438096.7671232,6842825.3260004865,10966142.778774204
8250-3LPI,3095443084.819178,48779901.92266339,53331882.98387198
8250-3O,8316732761.375342,36715937.70952063,38187768.72879883
8250-3PLAN1,90951431.8219178,71147.39736365683,113195.23638002695
8250-3PLAN2,233309421.00821918,385346.50958557695,351244.8934015812
8250-3PLAN3,398851409.7041096,2248166.045524629,2666660.5042260494
8250-3PLAN4,1603902150.9369862,2599186.7332772217,5983427.110194538
8251-1A,352164361.2410959,2813988.262995566,1160100.8858736644
8251-1B,4620492209.668493,15672646.642512333,5378018.787870512
8251-1C,12250730764.778082,34975886.674685456,13428050.271750234
8251-1G,31751918.764383562,0.0,0.0
8251-1LP180,15690047294.389042,88971612.0654184,39059741.705580056
8251-1LP3,722434954.4356165,2475135.9549780125,583484.2480464162
8251-1LPI,1374906790.1342466,14768945.621582597,8180569.127736487
8251-1P,1377819526.9780822,2330426.6127329883,1429616.8867713204
8251-1PLAN1,665445031.019178,228631.63846483344,250910.8104311436
8251-1PLAN2,1002143131.6931506,1010575.4945707306,357031.03046032926
8251-1PLAN3,1424506337.9369862,2395296.227578543,1980969.6694370175
8251-1PLAN4,4944767880.79726,3242793.272613854,2763174.7404719107
8252-KA,507412820.38082194,1141343.5252371118,573354.6177390367
8252-KB,7730611328.539726,14673481.623824826,5283974.194332578
8252-KC,18030143768.0137,38644181.28752617,17341172.92033793
8252-KG,112673027.21643835,24120.533912042054,98992.59234562432
8252-KLP180,11648356362.534246,44142154.23016278,21125035.570103735
8252-KLP3,1524239362.3561645,2346591.6872970723,777591.4957220806
8252-KLPI,335992221.8958904,1579940.9998170086,1196734.0488785626
8252-KP,1542809442.9424658,2570856.684561525,1531393.4216081537
8252-KPLAN1,1406134501.8,732409.25666924,524076.410812603
8252-KPLAN2,2026279357.9917808,2020908.263518888,596911.4388111077
8252-KPLAN3,1597404285.260274,1715597.5580668142,784873.8094365576
8252-KPLAN4,8041098912.238357,5317068.625432906,4185083.7300069984
8253-8A,162692391537.4329,3430699992.6194897,3532968255.4485445
8253-8B,24902127784.271233,115811786.47549552,162732548.30925336
8253-8C,107204373987.59178,5597536879.551275,5679498139.701797
8253-8D,95030656683.71507,8257468457.765639,8270357844.317169
8253-8E,253369621738.5726,77822103768.33324,77503855146.0089
8253-8I,3401517449.728767,30331949.688296545,27252506.02559475
8253-8L,7140471230.688524,893548605.332175,924625575.3013394
8253-8S,10134959785.482191,951430630.5520546,919268513.3371553
8254-6F1,12706802980.02103,8388727.850842658,11831990.959481712
8254-6F2,3106240238.2843537,8554119.558516633,4844197.875245468
8254-6F3,1864807015.3488255,3534866.8432867704,3205511.9688644283
8254-6F4,2196065217.3277,14911335.037808975,6605868.319430014
8254-6F5,6456759110.998711,42863756.56876931,21224296.17981572
8254-6F6,2014846027.4262984,35331099.29655237,0.0
8254-6IT,11658760843.20999,33498846.614575498,14820520.55760421
8257-0ALPAT,84149955032.06009,1486241756.8913596,1456128038.5161257
8257-0BCI,6752401867.986432,148640150.01136813,163721967.74706775
8257-0CLASI,300061258060.2503,78651121436.68176,78327874506.34982
8257-0GAMMA,119427292.75510685,0.0,474717.10363527894
8263-5A,65404815056.46575,219160126.25659582,206234471.73798293
8263-5APV,7259812883.342465,27827137.53616451,25037557.68510597
8263-5F,108514167304.9863,515153295.13151413,435192677.4135798
8263-5I,42463701558.51781,466406839.63823044,260613606.77944824
8263-5LV,56766443024.904106,140457041.09620568,139431183.30742037
8263-5P,638571551.5315069,8151320.8574652765,7354250.090538409
8263-5X,10882223714.290411,3034619.7808443992,828591.3752869859
8274-0A,54107744290.18367,193667027.69116074,116721061.76542538
8274-0B,1305859407.4038463,5661266.8989454005,2148275.1215022346
8274-0BCH,690361703.7170329,33159340.660734124,33287938.727641337
8274-0BPLUS,89334033.07798165,1158760.9128440367,1162321.4375009327
8274-0E,70148323.89795919,0.0,12563739.815695263
8274-0L,160990465313.13824,1465322426.777348,795485676.451139
8274-0M,3833694940.798667,28529309.141839042,7166218.414063938
8274-0P1,3103317331.0137362,55919006.918741666,41885002.16689266
8277-5A,650192990.6221591,3098671.7785841892,2125642.350096914
8277-5B-APV/APVC,322834811.05397725,935824.0963630263,443862.0231692349
8277-5CUI,1356699418.215909,1090909.0911488982,1809659.0903894184
8277-5D,80965420.46022727,1434659.0908140822,16490.51276115199
8277-5Z,4424666.622159091,0.0,128862.05243478437
8280-5AM,23949958012.410957,150022899.09519294,103346425.25353141
8280-5APV,2712477609.764384,3011160.2113434817,3677082.6082943473
8280-5EJECU,86555107870.72328,241262623.06393927,158599303.22522333
8280-5G,2086127541.9287672,33573170.39441776,46078868.32621239
8280-5INVER,118747097437.16713,292994060.4767553,156602651.08543938
8280-5UNIVE,194933706218.78082,691423992.0803183,438052392.8154607
8287-2AM,120382788901.15616,315119859.5126222,399871855.63917756
8287-2APV,1187752655.7534246,1303284.9893555099,2398504.145305967
8287-2EJECU,47093895525.89863,57699209.90748615,120293731.55626526
8287-2G,16337304017.515068,45681258.13999092,57691174.2515809
8287-2III,2660839502.2657533,271987.56979925174,1033403.9423361055
8287-2INVER,44345153875.63287,47754051.25832208,80144195.45213151
8287-2UNIVE,40146484115.3589,87323646.57733656,113282511.66484743
8289-9APV,90935637.59178083,53987.757646108264,27503.39807909583
8289-9E,806792945.7205479,95742.99048393502,55.43251811320548
8289-9GLOBA,29225619.194520548,3018.6359757881373,0.0
8289-9INVER,136700783.26027396,239782.43837488344,51700.826367712245
8289-9PATRI,7613070.706849315,786.2956750160546,0.0
8289-9PERSO,1524182910.2410958,630910.579224447,831927.1122517245
8292-9A,13770878685.890411,12411611.010197261,9173453.411482839
8292-9APV,38665740.61917808,2807.580812403041,0.0
8292-9F,1253124487.580822,822947.3379810614,1198699.3902226668
8294-5A,6341564516.907481,18085121.085925143,9719139.075031059
8294-5APV1,0.0,0.0,0.0
8294-5F,5748033744.76287,11131444.270919805,4013048.5907823537
8294-5H,378329084.946064,2149197.2600086806,261683.68086040608
8294-5I-APV,3776358295.998872,6045128.311187313,2172630.301761735
8294-5J,3200831004.37776,9761706.099324698,9417162.692472337
8294-5S,16742283664.728365,9979196.68383347,2215901.663436063
8294-5V,0.0,0.0,0.0
8295-3APV,4851663605.8547945,6819515.619237645,9363035.305304099
8295-3CLASICA,22994096816.07123,19554420.37503741,25202830.34880634
8295-3D,3988248338.0246577,8001189.3628936885,4864282.77806254
8295-3E,0.0,0.0,0.0
8295-3G,1968569242.5150685,3047958.9401715416,2685323.5597922783
8295-3INSTITUCIO,9817059319.676712,13054309.07142381,12445916.427081393
8295-3LARGOPLAZO,964940626.7068493,1453475.204072828,537951.0991518169
8295-3LIQUIDEZ,12732488403.687672,38508224.7236879,35477005.2464203
8299-6A,7093291190.720294,9542397.18913453,22596134.08474487
8299-6C,292286626.69695675,4184073.4148858916,182869.17373545017
8299-6L,7127429950.548897,19722750.74924525,5274121.428897202
8299-6M,627342137.0362682,4662647.356827278,2718516.102109107
8300-3A,19160359617.037605,26046715.454678167,10634827.699038254
8300-3C,2667108906.133273,7087258.315976765,3446237.765341356
8300-3L,19543543125.976357,38562514.86184288,20547693.403761826
8300-3M,3906618570.092798,6378577.6369949365,3771796.709470753
8301-1A,11091167750.917643,16440181.03292334,4115064.5111798644
8301-1C,1979502729.8934026,529712.885438688,1748662.6769990954
8301-1L,10826720497.57713,15117951.28223813,10644902.517600928
8301-1M,2800416484.0874395,8316012.367354957,5801512.574656848
8302-KA,4689683642.438356,3705306.2149016843,6162965.555020829
8302-KAPV,22331620820.11781,4625054.812453887,7689637.330197084
8302-KF,11262167823.528767,3764159.742802828,7263027.42416725
8302-KLV,0.0,0.0,0.0
8302-KP,2577156034.076712,2435025.119936285,2711834.4862167602
8303-8A,1741373732.109589,4124146.720741557,4726044.750491956
8303-8APV,37243001984.50137,5741182.449506862,10390889.951427385
8303-8F,14262449678.268494,5302916.2566064615,6296753.2194405
8303-8LV,0.0,0.0,0.0
8303-8P,1607909663.5561643,1238227.0317578844,1069378.7386118066
8304-6A,113588230643.6274,181654189.07404706,125819637.74821155
8304-6APV,2407057424.3561645,718205.0371910929,2222394.3070818223
8304-6E,40562509320.23288,133395516.55260135,55339439.87283763
8304-6GLOBA,100181606.59726027,408031.13456310175,189162.45282921992
8304-6INVER,4266017602.350685,20932335.30140009,17850179.374259185
8304-6PATRI,386215810.38904107,747675.2767855355,1337533.1444414202
8304-6PERSO,42300259342.36164,100062973.53121355,86444386.86216713
8305-4APV,472915303.79452056,257628.10145396876,219780.68061829434
8305-4F1,3067591467.4356165,6554091.725735667,5572830.375044798
8305-4F2,630441865.9315069,1306143.567091773,1278716.538805777
8305-4F3,494438625.43561643,2669411.3623720338,3009567.470987804
