fundRUNSeries,netPatrimony,providedFlow,rescuedFlow
8723-8F,4959308640.887671,9328983.57744601,13434380.550420236
8723-8I,3009130010.0739727,365658.6000708036,6632402.031491416
8723-8LV,5707393950.041096,14134219.686889116,13174273.26515944
8723-8O,3873092811.5616436,15459225.762945186,8233244.015782495
8723-8P,133677535.51232877,13696.443668031234,0.0
8725-4APV,218225935.89863014,1263133.2814532898,1058880.9995823465
8725-4CLASICA,172294030.75342464,447399.78645620134,328862.20777337207
8725-4D,307692728.6356164,885126.3884770793,935282.3394092052
8725-4G,193701226.230137,638890.0355305211,371433.06920884736
8725-4INSTITUCIO,1444331169.860274,1421478.0190227334,1279749.1066597686
8725-4K,404896684.4659864,1360544.2175875832,0.0
8725-4LARGOPLAZO,100697405.89315069,68534.75614270146,55362.50320494595
8725-4LIQUIDEZ,810936532.9479452,11570379.28524767,11747624.82666901
8725-4PATRIMONIA,0.0,0.0,0.0
8730-0AP,147112127209.96713,22226188799.254616,22136700690.12873
8730-0CLASS,37759565418.68767,11803472522.45009,11730654818.306631
8730-0E,240349161786.7096,153868772612.13858,153712117156.6017
8731-9APV,8147562688.20548,49661920.30412582,45775021.749810174
8731-9CLASI,531514731028.0493,4612347865.350903,4459699548.960712
8740-8A,1058200359.1589041,4253241.195937673,1154937.3853593697
8740-8APV,367655131.40821916,1174292.376138595,373990.71783217194
8740-8E,578491165.5917808,5150226.227581313,621259.345427618
8740-8GLOBA,481058368.63013697,1065212.8192319402,320618.35396553937
8740-8INVER,447633676.7013699,3367587.051777207,1297234.781410082
8740-8PATRI,91164078.41369863,243844.76984565266,98525.07647394142
8740-8PERSO,3420280558.2246575,19706842.29387212,10805008.973140845
8741-6A,4644786377.884932,19681250.952840198,2479601.477705279
8741-6APV,217025232.70136985,533641.3062376165,29891.825239047892
8741-6E,5518027343.082191,38635600.6155094,4747619.6059495965
8741-6GLOBA,267209520.71780822,1173837.4437695039,560167.3925745328
8741-6INVER,777851839.6739726,3725280.157613568,867433.9687737393
8741-6PATRI,806536593.2547945,54794.520718236716,99814.2243661342
8741-6V,5321400815.235617,35607508.80389641,13738157.5463988
8744-0APV,266308935.4138375,85952.616640522,102298.45917469487
8744-0BE,214793964.49315068,1643561.6449221533,939445.3065380139
8744-0CLASI,825206610.0383562,3045463.818319984,2237977.1805282733
8744-0CRECI,698793652.9671233,2358181.947862626,1831696.1210639905
8744-0PATRI,2115623722.0712328,10962466.574326076,8685160.49047215
8749-1APV,42013107.457534246,113306.37263465875,42725.16551835084
8749-1CLASICA,173364851.31232876,287617.99978064076,526724.9917424069
8749-1D,20327232.88219178,91870.9856859351,73252.86046510209
8749-1G,16157642.873972602,110421.66618306686,106160.54973004015
8749-1INSTITUCIO,0.0,0.0,0.0
8749-1LARGOPLAZO,11384784.263013698,45172.44408000661,11102.924766778218
8749-1LIQUIDEZ,180299318.55068493,3898938.227029082,3728733.2773588956
8750-5APV,990171497.3995788,975026.6799814044,1877013.6720593642
8750-5CLASICA,8414732196.598371,12825495.080558876,8434707.769870356
8750-5INSTITUCIO,3211203506.7306037,9163974.697105385,12157708.281421104
8750-5K,8814080022.626234,3679050.136615744,245089.04120560116
8750-5LIQUIDEZ,7113896115.266295,16890506.014529668,10604689.677981336
8750-5X,4017718750.858573,0.0,0.0
8753-KAPV,434138502.2060271,334973.3378382934,272102.59583008545
8753-KBE,237143933.5369863,1604657.5345617654,231072.50736804746
8753-KCLASI,690286524.3972603,2528308.9243523567,1210978.0314626866
8753-KCRECI,351828280.7671233,1262093.4424472672,582908.2963364836
8753-KPATRI,722339325.8958904,4142751.0607280345,3121094.4859218043
8755-6A,51651303667.34247,250150157.3548414,204425578.29569376
8755-6APV,7700544544.161644,39566706.533351496,32211802.635273125
8755-6APV-AP-APV,24103.94871794872,307.89744538461537,0.0
8755-6D,316518.0183486239,12959.662517578166,931.2080810678899
8755-6F,71700336865.19179,499990665.55719084,453761301.90577674
8755-6I,54348693470.76712,638354198.4571966,590384335.903534
8755-6LV,0.0,0.0,0.0
8755-6P,3936808934.60274,30408042.604083933,18928889.900887605
8757-2UNICA,10427211305.375343,72146939.43098088,71728752.57576872
8766-1A,26310587.860273972,0.0,0.0
8766-1ALTOP,3290558453.473973,6775784.442835698,8812797.926216193
8766-1APV,823995427.6986301,509033.3014221838,1870491.0811243916
8766-1BCI,10163401488.879452,54794520.54785913,0.0
8766-1BPRIV,556691703.619178,2631961.6159703033,2213172.1540395743
8766-1CLASI,18171444573.00822,71523028.03663586,78437647.68166445
8766-1FAMIL,394657109.2082192,6607671.0865497785,6768980.553086439
8773-4A,1151612673.2931507,2166679.0415318236,2943862.6760916463
8773-4AC,117398.13150684931,0.0,0.0
8773-4AC-APV,0.0,0.0,0.0
8773-4B,2322054810.6,2071823.9294531466,3844496.0496571935
8773-4C,7583017752.654795,4217661.026178208,7293976.893695484
8773-4D,2027477936.8082192,2799550.6791796167,3919488.9502344234
8773-4E,1033703813.4136987,2282494.3036453347,2312133.5147924297
8773-4F,2472849080.9452057,10375174.375649745,10272934.798154393
8773-4H,170104132.73150685,1018190.9504776505,2367801.6322678155
8773-4I,1569287707.4246576,4920569.353401205,0.0
8773-4M,123055.68493150685,0.0,0.0
8774-2A,1040511812.6575342,2551903.5906421114,1871007.109073763
8774-2AC,121059.46301369862,0.0,0.0
8774-2AC-APV,0.0,0.0,0.0
8774-2B,3039653014.4438357,1283124.3695994022,2618099.7201769683
8774-2C,12307410984.720549,6553782.341827765,9887286.207114033
8774-2D,3889359674.4027395,3812651.1581937307,5588269.250283604
8774-2E,786699336.6273973,1473080.4083311835,2646467.5144885336
8774-2F,2913957285.5041094,5092804.385546473,6949902.427310852
8774-2H,176922433.32328767,98973.67675604676,896446.5455925843
8774-2I,6046.772602739726,0.0,0.0
8774-2M,126374.07123287671,0.0,0.0
8775-0A,389109335.4027397,368321.4194353955,1603272.0301754556
8775-0AC,125586.72876712329,0.0,0.0
8775-0AC-APV,0.0,0.0,0.0
8775-0B,1360928122.49863,986212.7966036368,1225501.9516603597
8775-0C,6274244321.183561,3006694.1965384115,5242416.789046484
8775-0D,3129292173.7260275,2872083.379281319,5010964.884576197
8775-0E,221106928.90136987,357693.8932692245,507653.9482195321
8775-0F,1136110895.7232876,1135946.2131539658,1797745.5599769037
8775-0H,491189741.13120794,1861888.9889032543,3034201.667100154
8775-0I,508755.8712328767,13698.630100931508,0.0
8775-0M,132931.52328767124,0.0,0.0
8776-9A,2071827738.7424657,10926615.79794166,8304471.752596139
8776-9AC,27484363.374733973,0.0,102182.70280624005
8776-9AC-APV,4440064.252054795,0.0,13663.140544429452
8776-9B,1433571208.7917807,4865050.3558244305,3560804.9725626386
8776-9C,5634714268.720548,5274480.974894633,4891729.42388617
8776-9D,2348765245.0547943,7791079.578972788,4959580.3395970045
8776-9E,1449997804.578082,10225470.308059111,5813040.441760673
8776-9F,5387948705.424658,36528301.77666539,17453747.737309244
8776-9H,661402666.0630137,4886455.268637402,2544424.718407936
8776-9I,81544263.63013698,646597.3506155099,0.0
8776-9M,144804.7808219178,0.0,0.0
8785-8APV,6731194128.087671,5948091.347633541,2745123.407430053
8785-8CLASICA,1355775219.9315069,1369118.3085460542,1816002.9858605848
8785-8D,868116937.6821917,1798135.1187774471,1669083.3675826828
8785-8E,0.0,0.0,0.0
8785-8G,781093836.5068493,1661828.4972388195,907340.9563115414
8785-8INSTITUCIO,58431174.33972603,208926.53413303813,114380.19667414788
8785-8LARGOPLAZO,364700324.6164383,549023.6742028929,208622.55850538856
8785-8LIQUIDEZ,1821895072.961644,5696448.5865190225,5728934.000665783
8787-4A,7541794036.430137,1302911.0381000366,26095742.446930286
8787-4ADC,4384868380.931507,14606910.289731357,14042842.06775036
8787-4ALTOP,2881128348.8054795,3261555.674686475,6504920.4345644675
8787-4APV,195131384.49041095,75969.04614459428,543693.0981043708
8787-4BCI,2237722435.146853,16229962.404825967,0.0
8787-4BPRIV,1674884963.249315,4295969.933539779,5501400.206255685
8788-2A,8419507571.243835,1631652.7110550064,12485215.87661928
8788-2APV,1506561659.9726028,629122.9258998957,1146867.1124025444
8788-2APV-AP,1166452595.6136987,269292.618192177,2567037.717187182
8788-2F,5388107971.865753,997838.904857621,6233840.288472535
8788-2I,0.0,0.0,0.0
8788-2P,260002025.0630137,0.0,69071.03860428011
8788-2X,8858360624.906849,185680.00266298247,1709398.2278170926
8795-5A,1056712838.778024,4055159.762933655,2781560.5772570563
8795-5APV1,191161.7614776219,0.0,0.0
8795-5B,691743876.665261,1813418.2643619864,1596839.1474953527
8795-5D,0.0,0.0,0.0
8795-5F,0.0,0.0,0.0
8795-5G,0.0,0.0,0.0
8795-5H,276747588.35868734,448586.07779247384,569428.5418902067
8795-5I,647476825.5198554,427680.4092431675,805402.8488092925
8795-5J,709048474.2250422,1699920.680901597,1438870.893661431
8795-5S,2448281958.472542,7075052.243656884,5414990.205730212
8795-5V,219254.8619108849,0.0,0.0
8799-8APV,203962320.60547945,444196.01350071805,17374.168926401122
8799-8F1,3221886624.441096,14906359.0420079,14485869.913838537
8799-8F2,2294140372.347945,8938469.549474536,7750029.362019081
8799-8F3,1044909786.3013699,6725476.73657645,8779319.95767601
8799-8F4,829505394.0849315,3798843.065890243,13353084.036175039
8799-8F5,4349075653.252055,2983654.7944153654,10505748.857269373
8799-8IT,3560044432.9068494,0.0,9841919.794777801
8801-3APV,20694108.342465755,11288.980918624082,1368.8689506300275
8801-3CLASICA,162544394.77534246,21010.972016095893,8975.231830942274
8801-3D,0.0,0.0,0.0
8801-3INSTITUCIO,39784126.47945205,495476.48248829105,538284.6773622258
8801-3K,445074814.10958904,0.0,211884.93142583047
8801-3LARGOPLAZO,6721638.180821918,12510.498940462137,2438.2991714760274
8801-3LIQUIDEZ,266152069.90958905,2387276.6970501547,2292916.5207635993
8805-6A,278381477.20454544,321467.10923002934,302070.53658353706
8805-6B-APV/APVC,255500678.3778409,1325627.5876960868,249540.37426710696
8805-6CUI,6685047216.019886,2190340.908822865,3019886.3640816864
8805-6D,150310983.54545453,0.0,397727.2726303222
8805-6Z,568238.5198863636,142045.45453955999,142215.39003203998
8806-4A,13695293072.753426,307210318.4684191,307773118.3302896
8806-4APV1,17308639.224657536,32.87656014583561,3384.873400023836
8806-4B,20742468573.4274,54468504.38201518,61964789.206196524
8806-4D,7468190976.515068,143770326.91635233,174464450.06806156
8806-4G,4510873904.495891,0.0,7508784.9900945285
8806-4H,4199700898.580822,15492118.36564459,17123673.27070064
8806-4I-APV,5991743638.613699,3963300.3592708013,12906618.889426569
8806-4J,9020240809.364384,61813698.62992148,65927976.02720611
8806-4S,33169485113.58356,101164383.56197986,194871441.0129714
8806-4V,787709616.1589041,4890410.959081625,11000018.034277968
8807-2A,29610551057.652054,13520579.167790875,22121838.989170946
8807-2APV,1219617211.5443873,1617631.3284834605,1222941.0531101543
8807-2B,25052565420.4274,9282671.227134028,17379126.82914135
8807-2BE,2643439684.421918,37211506.85067813,8808240.484202323
8807-2C,12177757914.550686,7928378.109387702,8887146.90259787
8807-2F,509444355.8849315,4109589.04093051,0.0
8807-2I,1248665873.6739726,0.0,3778111.096375071
8807-2VIVIENDA,27362870452.641094,17644873.52917165,11457018.40125621
8811-0A,8937020394.139534,6624954.980549804,11865153.603100264
8811-0B,1256418265.8269231,1040623.4088003435,1240110.7214164021
8811-0BCH,37283336077.92033,174572986.29581165,112829670.34876437
8811-0BPLUS,264736350.6098901,840092.3866555268,887589.9623272737
8811-0C,1042931701.0232558,2313821.689634577,1617275.223591965
8811-0E,19568996.51162791,11.945558329302326,3936362.872205667
8811-0L,5635819420.489097,5445894.39406762,7952006.936624684
8811-0M,803291812.4143302,1707185.4157237855,1088470.0297124798
8812-9A,0.0,0.0,0.0
8812-9AC,98812.31232876712,12.550568195123287,0.0
8812-9AC-APV,0.0,0.0,0.0
8812-9B,0.0,0.0,0.0
8812-9C,0.0,0.0,0.0
8812-9D,205701287.00821918,1397998.5539051038,1624004.9334759503
8812-9E,155051263.2109589,996375.3812298252,296233.90849164384
8812-9F,157017610.4739726,992342.2025272637,875646.5691073075
8812-9H,35676775.82465754,453301.57812304486,293175.3823386343
8812-9I,6865.512328767123,0.8690071786027396,0.0
8812-9M,97943.85479452055,12.446561507315069,0.0
8813-7ALTOP,331541515.2520548,0.0,0.0
8813-7APV,741923561.3150685,188344.77538902735,397699.62436603906
8813-7APVC,0.0,0.0,0.0
8813-7BPRIV,0.0,0.0,0.0
8813-7CLASI,1706350990.7178082,2022937.3884034678,3112029.289750798
8813-7FAMIL,0.0,0.0,0.0
8819-6APV,559337649.3369863,1351031.538575358,1851102.008902784
8819-6CLASICA,1683132990.1561644,5687645.000823378,2020707.2393429237
8819-6D,798937206.9342465,1077120.2622061986,1044513.325948997
8819-6G,234261149.6109589,592575.4137457515,427120.9252208558
8819-6INSTITUCIO,586351503.9917809,3134136.0618725847,2835971.0683238534
8819-6K,4392471994.394521,12039463.858504647,6768439.0989007745
8819-6LARGOPLAZO,417631833.2383562,725798.8267310723,400475.5961869225
8819-6LIQUIDEZ,3729176188.89589,20962057.37560591,12340824.761798218
8819-6PATRIMONIA,236168226.46575344,1932303.6303884885,0.0
8820-KA,4352300486.601976,37617937.27855361,8220871.130330234
8820-KAPV1,1262465.6196605482,0.0,0.0
8820-KB,2838303055.3932753,18277874.02884574,9467046.313476574
8820-KG,1309430.561757534,0.0,0.0
8820-KH,431931710.4187078,978576.9530761627,1017726.0807403881
8820-KI-APV,1363592633.4053319,3056177.148011985,1920795.8250360552
8820-KJ,2454983443.222858,10064839.521841673,5150740.333827281
8820-KS,45648431780.18693,221254226.91460156,18104569.178209767
8820-KV,939369542.6082032,6329462.897353575,0.0
8822-6A,2236414185.090411,901543.5827658407,1307277.5593846913
8822-6APV,494489268.05479455,50840.52733604222,78543.68082328503
8822-6B,178269930.81917807,260273.97224923928,101688.61014491813
8822-6C,347877034.88767123,0.0,230229.11459255504
8822-6E,21947514.169863015,209315.0676028778,88202.16055695216
8822-6F,3688407284.0739727,4183984.1488241083,5389120.084942426
8823-4A,289272658.844085,1216566.932671804,1542546.7652535583
8823-4B,848747340.4735621,583003.4264251268,2886656.2394633708
8823-4D,12375344066.100323,102849.00456785988,70465906.86559178
8823-4G,63118226.578702256,244286.3790919236,269186.6571094679
8823-4H,118017530.86266534,292904.61792552564,1727763.3090582865
8823-4I,201217337.15106136,672299.6386721829,847739.1349712427
8823-4S,1153858031.9123104,394989.3492335192,4575047.06233452
8824-2A,74657768.53150685,413658.3978524467,359918.0093601793
8824-2B,6224657528.312328,3828458.9405458285,3012935.2930490267
8824-2C,11656125315.917809,12089598.760540312,13179808.745952073
8824-2G,564867070.2082192,9926568.783653313,10073741.729148027
8824-2LP180,6132710918.367124,16303505.410467364,15266116.902120719
8824-2LP3,1715398104.7260275,1182542.9907092631,2633473.5490169902
8824-2LPI,1238359.0547945206,0.0,0.0
8824-2PLAN1,149194850.03835616,31668.600886735403,52220.948051435815
8824-2PLAN2,691831446.0712329,324056.6669488212,191310.24293281647
8824-2PLAN3,2278647418.120548,1234935.700958479,1632719.575243581
8824-2PLAN4,4685675094.739726,3863320.005288499,2460619.237473367
8825-0A,9984923.049315069,109599.57816578342,51648.42465384996
8825-0B,2935789021.5671234,1332581.6209280232,1336786.5282236044
8825-0C,8909085435.630136,5179833.49560954,3912631.924038726
8825-0G,400134775.9890411,354295.28260461235,518729.96409396344
8825-0LP180,2728075133.2821918,6455434.248084766,6849709.588701128
8825-0LP3,895003291.4219178,344421.56645462115,730442.9954943202
8825-0LPI,0.0,0.0,0.0
8825-0PLAN1,172158896.23835617,209224.5590982369,224800.1615569422
8825-0PLAN2,246654150.0849315,18133.283083686765,289123.2412203268
8825-0PLAN3,1121805049.3616438,584103.3572710941,353721.7583997572
8825-0PLAN4,2410930883.449315,1225787.6257558228,1554702.4376960224
8826-9A,95403840.15616438,372741.63241240155,158203.74057131066
8826-9B,5177877552.769863,4333863.168777362,3815139.4440098926
8826-9C,17399398062.08767,18157900.28185307,19990382.47131083
8826-9G,596029216.7123288,1491005.8913988026,659980.7738585508
8826-9LP180,11657936339.69863,18644762.92357326,14699027.732480088
8826-9LP3,2514091367.183562,2981388.1451346907,1443638.1582735113
8826-9LPI,0.0,0.0,0.0
8826-9O,0.0,0.0,0.0
8826-9PLAN1,283850329.27397263,47261.68197763453,468629.81985870504
8826-9PLAN2,715601241.4520547,206902.65728427254,515316.9944835204
8826-9PLAN3,1593054149.3561645,871094.8230364331,612066.8541476739
8826-9PLAN4,3326809075.1123285,3589026.3585097557,3931487.804315642
8827-7A,124056669.5369863,564776.1524306834,342503.3652396364
8827-7B,3322164474.49863,5555549.858035672,4701304.812183286
8827-7C,10342553832.139727,13454525.172554048,11172867.57235777
8827-7G,1001891325.9972603,617151.089831499,1305698.5441579828
8827-7LP180,12459636182.846575,49925689.86191446,27229502.455248892
8827-7LP3,3333484105.490411,2935269.7358731125,3170482.7409614483
8827-7LPI,43989332.78630137,434546.64372770756,453616.63554954896
8827-7PLAN1,78985422.33424658,103669.78710254937,259760.9619146574
8827-7PLAN2,40741957.17808219,2795.9894219615617,18077.26841311529
8827-7PLAN3,940849619.9369863,453533.73951067217,714690.8838752734
8827-7PLAN4,870458416.980822,1317138.6056094272,1173574.0016228827
8844-7APV,6877490510.684236,23725479.518720195,11414489.8326209
8844-7CLASI,467559493.6328767,1168773.6498358175,936187.0533491272
8844-7CRECI,537642781.1287671,654553.2060132028,688931.0101668378
8844-7G,23339133.78630137,122287.67451307841,8503.350413717451
8844-7IPA,27377929.419178084,57454.83963595449,72335.83473185795
8844-7PATRI,920615664.2986301,743011.2190460353,1098461.2749103443
8845-5APV,8095521187.51069,20265966.03274007,11336252.678331746
8845-5CLASI,830795175.6082191,1381301.3296303924,1248910.2677957776
8845-5CRECI,796062028.3972603,464152.74837711954,1081408.9851421732
8845-5G,47919675.063013695,211275.46514978164,11013.967879771095
8845-5IPA,52266275.29863013,89221.90612199745,37797.58857591254
8845-5PATRI,882636962.030137,681363.7676728605,1455851.8837933072
8846-3APV,34428818899.30016,87434279.46388404,49465449.3361126
8846-3CLASI,1930428076.7260275,2003092.3160921235,1905707.3756162259
8846-3CRECI,2943476569.0246577,1726786.0797967624,2554089.1205685013
8846-3G,17501425.18630137,71843.63023544908,5266.21554465359
8846-3IPA,338375090.9260274,699344.7918359742,423634.7630381679
8846-3PATRI,3218100467.6136985,5396869.626046487,5671494.928596573
8846-3VIVIENDA,4074836638.019178,2349074.7584140045,2473966.641737629
8853-6A,18947637122.10411,154477892.3718547,152409732.23454538
8853-6B-APV/APVC,956864927.2465754,5276463.608642972,3713824.309575971
8853-6CUI,5250056354.671233,3286425.651536752,5177124.685029433
8853-6D,2535146289.3232875,61800665.2952073,61722692.364854075
8853-6E,4136572912.7506847,58702764.29019533,53027533.966464624
8853-6Z,3284935621.89863,11884931.506513571,8873626.82789824
8857-9APV,236867356.90136987,43648.43734603424,203576.93056592738
8857-9E,1785831688.5616438,174489.62922737547,1533125.7665456412
8857-9GLOBA,180656788.75068492,45428.683494754936,10668.951557256629
8857-9INVER,131334742.9780822,142090.83881501685,126158.2726101144
8857-9PATRI,46460558.2,19261.704409097256,461333.1104866228
8857-9PERSO,2611270363.235616,1015854.9700746146,3886224.323958267
8858-7APV,14737335.953424657,2485.5728104606847,71341.12255962628
8858-7GLOBA,0.0,0.0,0.0
8858-7INVER,17023985.564383563,1013.6986387393149,316.39543646734245
8858-7PATRI,1510.345205479452,0.0,2.3013698630136985
8858-7PERSO,207514921.0520548,255693.89352793613,368874.4987550867
8859-5A,76871943.70958903,188370.04149652692,131015.87176385304
8859-5AC,103106.4301369863,0.0,0.0
8859-5AC-APV,0.0,0.0,0.0
8859-5B,41038303.23013698,56828.30211980211,199987.7123119315
8859-5C,165888094.3041096,187422.95008609182,419931.9734933058
8859-5D,97520625.75342466,219569.89311284118,375003.38132051216
8859-5E,3376082.005479452,181688.88206968427,174152.18808127329
8859-5F,16737069.205479452,103187.74823801717,123996.4739514946
8859-5H,9261079.61369863,0.0,147986.59108453302
8859-5I,5659.320547945205,0.0,0.0
8859-5M,111152.4410958904,0.0,0.0
8872-2A,3811695361.208219,3281414.1540702214,4514761.812420542
8872-2APV,1078355303.7863014,1798078.8989940546,1724059.3614343884
8872-2F,613909414.3150685,1627702.3514988332,2380110.9080971703
8872-2I,21505021.44109589,2556.238605361808,0.0
8872-2LV,0.0,0.0,0.0
8872-2O,0.0,0.0,0.0
8872-2P,0.0,0.0,0.0
8872-2X,19727833973.054794,4950103.345149716,9289046.271113096
8881-1A,32182743963.054794,413072177.8624056,305168822.3224582
8881-1APV1,10278440.060273973,32.87671982016438,2526.7700449539725
8881-1B,11950521210.542465,89182553.56607358,72050914.74430278
8881-1D,6761734818.235617,78932071.4960132,62963369.4006965
8881-1G,1037166.2219178082,0.0,0.0
8881-1H,22352380975.10959,285238060.33887404,242519777.5494481
8881-1I-APV,2999066460.739726,13583412.01227729,10922937.35900734
8881-1J,6557084229.821918,50599999.99889701,46718027.39710999
8881-1S,47623932994.71781,292600000.0007379,255652054.79462168
8881-1V,7954518608.246575,107169309.64905158,81116478.25471549
8885-4A,4550121758.191781,1852103.0519405028,2081993.1434470515
8885-4APV,297146236.3260274,22713.525492137644,37058.068189808684
8885-4B,893744482.0082191,219178.08246111879,406619.69421410555
8885-4C,3831753480.2821918,1452054.7946809905,576069.053381918
8885-4E,32516408.112328768,145010.7857548039,79120.75668402965
8885-4F,3750972513.5643835,11653279.00256511,15821903.51785094
8886-2A,8203252433.734246,21193223.79648946,3972910.93510889
8886-2APV,224107976.49863014,31517.7211166751,141838.31798969157
8886-2E,1299824408.0082192,2823750.8989693564,3893076.4835156286
8886-2GLOBA,0.0,0.0,0.0
8886-2INVER,119414263.2520548,871576.2161419152,76130.85401768902
8886-2PATRI,30961142.852054793,27861.37272329085,0.0
8886-2PERSO,15299895037.386301,34482120.34786916,21698050.17144585
8890-0A,1372037523.465909,517752.0952544177,1899623.9625554038
8890-0B-APV/APVC,323298467.75,107785.10601343885,312296.6390917473
8890-0CUI,2348411269.690341,480343.1249507355,454545.4543921301
8890-0D,846284320.375,46746480.00229303,46846150.56853414
8890-0Z,3996611528.943182,9818017.895292781,20074312.331538215
8897-8A,17163938950.79726,189791538.63149765,111642233.26610887
8897-8APV,4478704960.763158,57326301.40612092,10985098.458897566
8897-8B,1799911133.010959,22148695.62991303,3186100.318221377
8897-8B-APV,1492660948.3426294,15236588.9947533,6027851.518878585
8897-8D,132636152.76164384,2915444.8629299137,2967765.532978405
8897-8D-APV,597201645.8667797,13459605.096771065,13701868.632788891
8897-8I,44328504317.7863,354997428.0452552,346648515.0771621
8897-8I-APV,112288962.86852589,837852.8688193213,2821309.404438629
8898-6B,11389191102.687672,8265818.839243538,12307337.536110146
8898-6B-APV,1225861236.2410958,603903.2230828311,1286160.427524935
8898-6E,3124475020.208219,3189593.8558129566,3816697.3621907234
8898-6E-APV,16783432.512328766,165220.66567998036,292373.57120562467
8898-6F,4649977245.712329,1096214.9617674118,18158707.00703978
8898-6F-APV,191132314.76712328,23569.436099524984,0.0
8898-6G,6500412886.7890415,801405.8941869524,8799354.28753947
8898-6I,36392353422.49315,33294421.228246458,63302164.749856286
8898-6I-APV,809347468.2986301,123690.92715952311,1871191.7419476905
8898-6X,49223569896.82466,16145956.678101793,37315260.03592755
8900-1ALTO,4161409.419178082,0.0,0.0
8900-1APV,1154011974.3150685,2655466.124357476,1943285.3453466657
8900-1EJECU,13351477094.019178,19363647.42310671,27508231.9761447
8900-1II,148298580.55068493,241426.58334579688,52202.128165887254
8900-1III,3972927435.0136986,2998011.7044165204,1274953.58636221
8900-1INVER,5197041721.739726,2088793.2336943555,4844314.671780203
8900-1UNIVE,6751466497.578082,16158751.93890683,16507081.238925194
8902-8APV,548855001.1835617,1704612.4716320864,2444323.0163992923
8902-8CLASICA,19430369735.750687,126930954.12970531,52106770.12141701
8902-8D,0.0,0.0,0.0
8902-8E,0.0,0.0,0.0
8902-8INSTITUCIO,19245020345.717808,127966720.08065309,87775840.64333726
8902-8K,124691646.14520548,0.0,0.0
8902-8LARGOPLAZO,136186284.78356165,397481.42602141574,1254090.0354810709
8902-8LIQUIDEZ,51783052668.052055,377078402.5533086,311866790.36928725
8906-0APV,317998131.4547945,449960.2879103455,610092.7894158033
8906-0CORPO,2843832735.9452057,7720911.874226457,8016248.77432562
8906-0EJECU,5927744515.405479,19721455.037520386,15837602.03951231
8906-0G,938833262.3424658,1470696.656096701,4706592.185707
8906-0III,401627772.8767123,0.0,192420.15622741927
