field1,fundRUN,fundName,fundSeries,bloombergCode,APV,aafmCategory,svsCategory,svsCategoryId,currency,fixedRemuneration,variableRemuneration,investmentCommission,rescuedCommission,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021
255,8676-2,RENTA BONOS CHILE,A,INGRFCA CI,NO,"Fondos de Deuda > 365 Dias Nacional, Inversion UF > 3 años y =<5",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,4771241,0,0,0,1424.1689,1434.9114,1442.4375,1435.7662,1441.898,1449.6427,1466.9171,1477.6461,1475.0279,1475.0055,1472.5371,1466.1378,1481.62,1497.8119,1502.5464,1508.0291,1518.7232,1527.9046,1537.7903,1557.129,1571.2048,1559.9142,1538.584,1570.1699,1579.0523,1594.6637,1599.5467,1611.0826,1607.3654,1604.4824,1599.607,1602.335,1594.9492,1583.4622,1583.194,1598.8437,1604.755,1614.7569,1621.3365,1623.749,1631.7533,1638.9298,1646.6881,1654.5508,1655.0863,1649.3391,1655.5973,1663.1612,1673.872,1676.6469,1693.1199,1706.8427,1725.6067,1748.0148,1772.7158,1791.282,1794.4416,1753.3656,1696.7033,1722.3448,1732.1947,1689.2609,1600.266,1668.9695,1695.5883,1692.934,1686.7706,1717.1468,1683.2127,1700.8694,1719.1929,1724.2533,1758.561
100,8956-7,RENTA CORPORATIVA,A,SRCOLPA CI,NO,"Fondos de Deuda > 365 Dias Nacional, Inversion en UF > 5 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,1186551,0,0,0,1180.7867,1190.8032,1198.2467,1189.5397,1194.204,1198.3547,1216.4751,1228.4856,1223.8195,1227.8068,1223.9097,1218.5747,1233.0418,1250.1611,1254.7019,1259.0442,1268.0323,1276.5082,1287.1585,1307.258,1321.9725,1308.9014,1281.5396,1313.3382,1323.4448,1338.7663,1342.4887,1354.0409,1349.7313,1345.225,1336.8925,1339.0059,1332.2736,1320.1197,1319.9263,1335.2789,1339.5071,1350.1011,1358.0176,1360.953,1367.576,1374.7764,1382.6307,1390.9865,1391.1655,1386.2759,1393.354,1403.9465,1415.2091,1419.4003,1440.3579,1453.2916,1477.0336,1506.4516,1541.6615,1567.0404,1565.8578,1516.2958,1446.0585,1484.7436,1499.0524,1447.6159,1368.2838,1435.4564,1490.4735,1487.1715,1483.0439,1511.5012,1467.0186,1482.9441,1495.3007,1505.6459,1540.1789
145,9106-5,RENTA CORTO PLAZO,A,SURPLAZ CI,NO,Fondos de Deuda < 365 Dias Nacional en pesos,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS,2,P,414093,0,0,0,1001.487,1004.8502,1007.8169,1008.1611,1012.4201,1015.8112,1020.049,1023.0192,1026.3348,1025.924,1026.84,1026.737,1032.7034,1038.0156,1040.9661,1043.097,1047.3337,1050.0091,1052.2864,1056.4902,1059.0328,1058.9592,1058.1826,1065.0826,1068.6986,1073.7005,1076.5468,1080.3142,1081.0465,1082.4081,1082.3902,1084.5589,1084.136,1082.5094,1085.5871,1089.17,1092.2162,1095.3098,1096.6784,1098.0046,1101.3827,1104.1076,1106.5034,1108.8668,1110.2787,1109.4573,1111.7597,1114.0167,1117.2569,1118.9152,1122.9006,1127.2641,1131.818,1137.0655,1142.7487,1145.8272,1148.5245,1144.8791,1138.1872,1141.5847,1145.8126,1144.5888,1139.8406,1145.8274,1149.1402,1148.7001,1148.2371,1151.7183,1151.0512,1154.4556,1158.2322,1156.7386,1160.1353
3,8678-9,RENTA DEPOSITO,A,INGRDPA CI,NO,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1,P,477202,0,0,0,1240.6476,1243.8358,1246.7526,1249.5122,1252.6016,1255.3458,1258.466,1261.5812,1264.6897,1267.9404,1271.0639,1273.935,1276.9107,1281.4234,1284.6954,1287.8924,1291.2255,1294.2499,1297.6732,1300.8844,1303.5125,1306.2841,1309.1457,1312.5415,1314.9832,1319.3037,1321.9502,1325.7402,1327.8058,1329.5126,1330.3553,1332.0957,1333.9515,1335.4184,1337.7425,1339.9852,1342.0844,1344.74,1346.7922,1348.7938,1351.3726,1353.992,1355.9236,1358.4295,1360.7075,1363.0671,1364.6647,1367.0999,1369.3796,1371.6841,1374.1626,1377.1846,1380.0324,1384.5623,1386.3057,1387.8471,1389.5673,1391.4011,1393.1784,1394.514,1397.2931,1399.0594,1400.3887,1402.7211,1404.1082,1404.1108,1404.1139,1404.2009,1404.2033,1404.2554,1404.2569,1404.2581,1404.2673
237169,9189-8,RENTA ESTRATEGICA,A,CBRESTA CI,NO,Fondos de Deuda > 365 Dias Orig. Flex,FM DE LIBRE INVERSION,6,P,3001949.62,0,0,16661,,,,,1000.3147,1005.3456,1015.4942,1020.129,1017.7207,1016.5703,1008.9335,997.6787,1013.5832,1020.5944,1024.4927,1030.9624,1034.6795,1038.9408,1043.6126,1052.8918,1057.4032,1054.1158,1041.8751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,8357-7,RENTA FUTURA,A,BWDREFU CI,NO,"Fondos de Deuda > 365 Dias Nacional, Inversion UF > 3 años y =<5",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,8644604,0,0,0,1908.6782,1929.7286,1947.0155,1933.8674,1942.9476,1956.0364,1975.1603,1987.456,1985.9605,1984.2192,1980.5165,1971.7737,1992.3832,2009.7763,2016.5751,2021.2095,2036.4286,2043.8225,2050.7899,2068.1547,2079.0637,2064.8189,2043.0953,2075.042,2090.0246,2107.5395,2111.7193,2123.308,2116.2972,2113.2425,2105.5909,2115.0361,2102.2776,2087.5468,2088.6996,2104.2276,2115.7697,2129.0287,2134.2045,2134.1641,2146.3439,2156.1464,2163.8656,2168.7734,2169.898,2159.9873,2165.0947,2172.3412,2185.9878,2189.6742,2211.557,2229.3513,2258.1793,2284.8721,2320.8969,2349.5275,2355.0609,2283.4458,2230.3769,2288.3822,2311.3274,1261.753,1238.3851,1285.0719,1321.2011,1317.0511,1311.2959,1335.4199,1315.4319,1334.3302,1347.4954,1350.432,1373.8908
41,8776-9,RENTA INTERNACIONAL,A,INGRINA CI,NO,"Fondos de Deuda > 365 Dias Internacional, Mercados Internacionales",FM DE LIBRE INVERSION,6,P,67817,0,0,0,1294.8826,1271.9824,1279.8789,1254.0779,1254.6415,1272.8851,1325.1164,1343.3965,1321.8348,1334.366,1355.1902,1324.1067,1311.0257,1300.0465,1291.5317,1294.4297,1344.0898,1314.8896,1320.6655,1372.7854,1335.5463,1312.8727,1321.6818,1323.6018,1287.7558,1306.4883,1339.1329,1350.5785,1374.498,1355.808,1339.1215,1295.7292,1312.1667,1305.8224,1321.0348,1261.2541,1236.8487,1205.8559,1231.2434,1238.2579,1271.3158,1300.5512,1287.6621,1361.9503,1322.2458,1380.6546,1319.8616,1363.2239,1327.4577,1327.8201,1395.8368,1403.2947,1466.813,1435.3681,1485.6057,1536.5434,1551.4539,1565.68,1723.6496,1608.7434,1730.7917,1762.8419,1666.1906,1698.8958,1684.7721,1733.7886,1645.6046,1683.6684,1687.4713,1650.8059,1689.8753,1586.0699,1623.8203
134,9084-0,RENTA LOCAL UF,A,SURAUFA CI,NO,"Fondos de Deuda > 365 Dias Nacional, Inversión en UF < 3 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,543569,0,0,0,1010.2545,1018.3441,1023.2288,1020.1155,1024.938,1029.5555,1038.7085,1044.3012,1044.4487,1043.282,1043.3951,1041.1591,1049.5511,1057.6336,1060.0604,1062.3648,1068.6503,1072.4354,1076.0538,1084.5793,1089.9163,1084.5606,1075.6443,1092.9318,1098.7408,1106.7901,1109.8794,1115.6897,1114.0455,1113.8456,1111.2977,1113.6852,1109.955,1104.515,1106.2438,1113.7602,1118.318,1123.7332,1125.5461,1125.6914,1131.9522,1135.9115,1139.7848,1143.1135,1143.9563,1140.2726,1142.7264,1145.5022,1150.6097,1151.4701,1158.7051,1166.9581,1175.4129,1184.9093,1196.9339,1206.2385,1209.2593,1190.3694,1165.1324,1176.6287,1185.6355,1168.5447,1143.509,1173.1954,1189.3217,1183.7549,1181.5736,1201.5669,1190.0774,1202.8169,1214.635,1213.4714,1229.4576
18,8609-6,RENTA NOMINAL,A,BRTAOPA CI,NO,"Fondos de Deuda > 365 Dias Nacional, Inversión en Pesos",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,125894,0,0,0,1398.4015,1400.8952,1400.5723,1403.3485,1403.9296,1410.3169,1420.4381,1425.4794,1419.4912,1421.2685,1417.4749,1414.5448,1422.4434,1429.4181,1433.6483,1442.773,1448.0256,1455.8591,1460.7049,1471.7546,1478.1261,1477.2062,1469.7262,1485.4872,1491.4592,1498.2177,1502.4027,1511.6516,1512.1026,1515.1024,1517.3419,1518.3083,1515.118,1514.9435,1513.8885,1519.1473,1525.3948,1530.3191,1533.7571,1535.3901,1539.2834,1543.4967,1547.1454,1550.2406,1550.9092,1548.6125,1552.6072,1558.1011,1563.0597,1564.6261,1573.9606,1582.2313,1597.4054,1615.5923,1631.8926,1642.2189,1647.639,1622.4259,1607.2639,1625.6886,1627.0621,1617.4887,1607.6284,1649.4432,1671.6599,1678.3745,1678.0256,1686.8125,1679.545,1687.4595,1692.1395,1692.0928,1701.2768
5,9145-6,RENTA NOMINAL CHILE,A,SURCHIA CI,NO,"Fondos de Deuda > 365 Dias Nacional, Inversión en Pesos",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,423472,0,0,0,,1001.6153,1002.6675,1004.9839,1007.3622,1011.6975,1018.8505,1022.472,1019.5767,1021.3232,1020.4559,1019.4313,1028.1672,1035.2492,1039.1454,1042.7217,1046.2665,1050.8676,1054.9122,1062.4422,1066.3749,1066.2705,1060.3202,1073.853,1080.5458,1084.9879,1089.1496,1095.8982,1095.5157,1097.2143,1098.7583,1099.1423,1098.1414,1097.6706,1097.4868,1102.8094,1107.9098,1110.8487,1113.2054,1116.4417,1118.188,1120.5962,1123.1564,1126.8934,1126.9443,1125.7078,1129.9057,1135.3631,1138.7173,1141.2022,1147.6686,1153.5009,1162.0054,1175.9502,1185.6751,1192.086,1194.8528,1182.9281,1160.3771,1164.9025,1165.4953,1148.3812,1124.4428,1128.099,1119.657,1120.9242,1123.4458,1128.9816,1123.8442,1132.1662,1140.1219,1140.0917,1148.294
237064,9032-8,RETORNO ACCIONARIO,A,BARALPA CI,NO,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,58248,0,0,0,946.8762,988.6308,957.1531,978.2689,976.7963,944.7607,929.1194,921.0484,889.9031,907.914,868.1521,854.0512,835.3134,840.8387,882.216,895.0872,869.0471,879.8754,890.8604,900.6049,874.1646,923.6681,910.8954,908.4985,902.0571,925.3926,1004.3392,1001.4566,1012.5143,993.4858,1067.4661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238737,8028-4,RETORNO L.P. UF,A,LMLPUFI CI,NO,"Fondos de Deuda > 365 Dias Nacional, Inversion en UF > 5 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,301187,0,0,0,1307.173,1317.6983,1329.485,1320.1301,1325.8115,1330.5597,1343.8948,1351.7685,1352.5327,1359.8864,1356.9303,1353.5607,1363.0284,1381.8722,1388.468,1397.1207,1404.4267,1413.2259,1429.8257,1459.9154,1486.9967,1477.1739,1437.1405,1466.0708,1479.276,1500.255,1504.7361,1517.8975,1512.7907,1507.0564,1499.9585,1504.5022,1498.9001,1477.8106,1478.249,1496.9914,1500.6843,1511.444,1521.4065,1524.436,1530.9469,1539.2734,1547.5702,1557.7086,1559.1556,1552.2964,1559.8557,1575.449,1585.5798,1592.2585,1627.829,1641.2605,1677.879,1711.4061,1761.1603,1799.5597,1793.5928,1714.1421,1599.3794,1651.5596,1682.827,,,,,,,,,,,,
647,9651-2,RV INTERNACIONAL,A,SECRVIA CI,NO,S/C Fondos que han variado su política efectiva de inversión durante el período de comparación,FM DE LIBRE INVERSION,6,D,160.58,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.944,92.737,86.3115,93.256,96.239,96.2946,99.3711,93.5296,98.8458,98.655,95.43,96.3512,99.0203,100.4342,104.4797,102.529,95.0353,81.715,89.714,92.3309,96.4307,103.3409,108.3309,105.2726,104.4558,114.707,120.676,122.0252
329,8413-1,SCOTIA ACTIVO,A,BACTIVO CI,NO,Balanceado Agresivo,FM DE LIBRE INVERSION,6,P,263841,0,0,0,1632.17,1639.3196,1645.4243,1629.7092,1642.4194,1639.4557,1693.538,1645.6171,1596.3124,1660.9413,1677.6537,1645.7241,1554.6634,1510.5218,1532.9066,1524.8973,1580.0845,1524.3889,1546.8977,1577.8055,1538.9853,1530.1991,1576.9871,1581.8907,1567.7437,1614.8016,1653.8259,1656.0956,1673.0343,1648.3498,1681.2949,1650.0469,1683.7919,1711.1683,1699.2349,1696.3063,1764.2344,1681.9736,1675.5188,1695.9841,1696.5528,1686.4592,1705.5511,1727.9874,1689.1368,1625.0386,1613.5067,1568.1481,1607.4842,1603.9934,1647.9926,1671.1659,1623.4413,1652.6606,1666.8241,1648.9017,1688.7412,1716.3359,1797.1856,1776.3066,1790.4948,1703.1186,1505.027,1586.0554,1585.6213,1644.0319,1600.1718,1658.3101,1643.5094,1594.1177,1735.8932,1697.5075,1731.6747
249,8049-7,SCOTIA CLIPPER,A,SUDCLIP CI,NO,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1,P,456929,0,0,0,3236.7362,3240.8074,3245.2205,3249.8352,3254.7676,3259.6005,3264.817,3270.1741,3275.6654,3281.3267,3286.9007,3292.814,3299.3422,3306.0983,3313.446,3320.4939,3327.2229,3333.3506,3339.5529,3345.6258,3351.2134,3356.9713,3362.5956,3368.5327,3374.8324,3380.0711,3385.2846,3389.6538,3393.7523,3397.3673,3400.595,3403.4811,3406.197,3408.9497,3411.6335,3414.54,3417.6082,3420.4365,3423.3776,3426.1003,3428.9973,3431.8995,3434.8079,3437.7565,3440.6323,3443.751,3446.9547,3450.4781,3454.3026,3458.0354,3462.2512,3466.5241,3470.8494,3474.9026,3478.4376,3481.5084,3483.7919,3485.3986,3486.2431,3487.0649,3487.7221,3488.2656,3489.0435,3494.4363,3494.9076,3495.3364,3495.7501,3496.1884,3496.4457,3496.6619,3496.887,3497.1193,3497.3388
441,9158-8,SCOTIA CONFIANZA,A,SCOCONA CI,NO,Fondos de Deuda < 365 Dias Nacional en UF,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS,2,P,254261,0,0,0,,,,998.3,1000.9285,1003.7504,1005.8926,1006.8281,1008.4059,1003.2628,995.9483,996.5273,1000.012,1004.8662,1010.031,1012.5247,1014.9619,1016.7261,1018.621,1021.8995,1024.5546,1027.1207,1027.5695,1032.2714,1035.044,1039.0209,1041.3317,1043.3422,1044.3352,1045.5613,1046.169,1047.9561,1046.5599,1045.327,1047.9372,1050.6599,1052.5041,1055.0926,1055.7,1055.4343,1060.1374,1062.5724,1064.121,1064.9353,1066.3247,1064.4253,1064.8077,1065.242,1067.8965,1068.2934,1070.133,1074.5296,1078.3869,1080.515,1084.8922,1087.5733,1090.4505,1081.9448,1081.3597,1087.6129,1091.5094,1090.068,1093.0676,1094.6797,1101.2056,1096.1331,1092.8445,1099.9888,1098.2493,1104.1401,1111.0186,1107.6429,1112.866
237942,8605-3,SCOTIA EE.UU,A,SGLCOMA CI,NO,Accionario EEUU,FM DE LIBRE INVERSION,6,P,111100,0,0,0,996.9788,991.9022,988.0304,967.4645,991.5174,1004.39,1094.2247,1054.5308,1012.6512,1072.1017,1100.965,1079.8729,1014.6024,965.8346,978.4701,942.177,982.2116,936.3967,952.5107,980.722,935.9943,909.0791,949.2789,952.939,935.706,970.2259,992.774,1011.128,1040.8266,1032.9379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,8604-5,SCOTIA GLOBAL - RETAIL,A,SGLRETA CI,NO,Accionario Sectorial,FM DE LIBRE INVERSION,6,P,251698,0,0,0,1610.88,1669.0555,1682.4766,1689.6236,1689.0746,1654.7914,1693.1084,1664.4153,1627.5916,1716.1338,1678.1956,1672.4587,1632.5328,1624.6662,1686.4209,1692.1238,1725.4211,1718.981,1752.7565,1780.1111,1725.9044,1759.6469,1752.624,1738.3226,1717.3081,1774.2764,1845.5516,1844.2524,1849.0395,1799.1335,1853.6395,1843.2398,1868.9946,1888.854,1774.1119,1873.3639,1947.1866,1838.7612,1815.3324,1830.3685,1787.2532,1767.9386,1799.5424,1778.0443,1749.4182,1677.1599,1644.7873,1608.4531,1672.8969,1643.7092,1672.4633,1710.532,1623.0172,1662.0582,1683.3542,1620.4123,1654.3182,1598.0833,1632.0099,1622.3655,1627.6342,1517.2416,1305.0345,1427.9107,1381.6986,1479.3934,1466.9239,1525.6209,1502.1215,1432.2887,1545.4063,1476.2444,1507.3426
237904,8101-9,SCOTIA GLOBAL-ACCIONES,A,SUDMXAC CI,NO,Accionario Emergente,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,284256,0,0,0,1250.9055,1241.4477,1241.056,1289.7336,1264.5333,1256.833,1229.4722,1164.9759,1146.9915,1193.7844,1201.7318,1185.9223,1109.2359,1075.3737,1136.0404,1111.9685,1159.6636,1146.7054,1192.3148,1262.3147,1201.6756,1179.107,1103.8293,1069.4451,1086.8657,1121.4507,1161.2105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237954,8828-5,SCOTIA LATINOAMERICA,A,FMSCLAA CI,NO,Accionario America Latina,FM DE LIBRE INVERSION,6,P,38060,0,0,0,662.002,663.6482,626.9577,647.0578,625.2337,628.3492,611.3371,572.4997,537.9487,559.4065,552.8861,529.4077,514.0154,517.0984,572.7148,596.3087,572.1484,585.6686,604.1385,606.7103,591.6905,616.501,591.2855,590.4153,603.59,613.8837,632.1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,8050-0,SCOTIA LEADER,A,SUDLEDR CI,NO,"Fondos de Deuda > 365 Dias Nacional, Inversion UF > 3 años y =<5",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,2223616,0,0,826,3506.6267,3533.6378,3555.0658,3532.3591,3548.0995,3570.198,3593.5213,3606.5705,3602.7675,3579.0445,3561.4825,3544.7669,3584.0842,3618.6,3631.5794,3635.0781,3650.4406,3666.9255,3680.2241,3723.1378,3752.7463,3719.3493,3666.0093,3743.7282,3767.0475,3799.4764,3809.2446,3829.3676,3819.8809,3814.8996,3804.525,3816.5633,3790.9995,3767.7105,3769.9897,3799.4163,3816.5292,3836.5836,3842.5882,3840.4884,3863.5819,3878.1356,3889.9404,3901.4281,3902.1509,3882.4313,3891.8533,3904.2998,3927.259,3928.9248,3965.0798,3992.6281,4049.5809,4099.248,4170.4587,4216.9848,4224.6343,4102.4548,4070.5063,4152.8994,4188.5303,4070.0791,4016.6982,4194.2634,4315.739,4284.4474,4273.5352,4345.6144,4273.3419,4333.2421,4370.0996,4371.7652,4452.4544
311,8292-9,SCOTIA MEDIANO PLAZO,A,BDDMEPL CI,NO,"Fondos de Deuda > 365 Dias Nacional, Inversión en Pesos",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,821154,0,0,0,1659.1125,1659.9769,1658.4392,1662.2942,1664.5016,1671.2127,1674.8199,1674.826,1671.5979,1666.967,1652.611,1649.3057,1659.3002,1668.8425,1681.4265,1686.5904,1687.2159,1694.9571,1700.0816,1712.8704,1721.832,1727.3783,1717.8201,1738.0339,1747.8258,1754.2695,1761.7862,1770.4426,1768.4516,1771.8091,1776.7945,1777.4909,1775.1701,1773.5116,1774.5095,1777.9902,1785.3127,1788.4827,1790.7004,1792.0512,1795.6376,1798.1483,1800.6993,1802.7499,1803.4817,1801.0293,1804.3026,1809.4438,1813.7839,1816.4276,1824.0475,1830.7103,1846.5926,1863.371,1881.7319,1889.8609,1894.3735,1875.0216,1875.0334,1887.4371,1889.2905,1874.8123,1872.1695,1930.8252,1955.2786,1957.3864,1953.4676,1959.6808,1948.2021,1956.2582,1959.7175,1957.7657,1969.6614
405,8885-4,SCOTIA MERCADOS DESARROLLADOS,A,SMDESAA CI,NO,Accionario Desarrollado,FM DE LIBRE INVERSION,6,P,664367,0,0,0,1522.9454,1556.2883,1566.2398,1533.2139,1559.062,1557.7145,1645.235,1585.0343,1507.789,1595.68,1636.282,1631.7492,1536.6401,1494.3277,1526.6741,1501.478,1564.7023,1469.6341,1514.8524,1565.3374,1532.4768,1452.0893,1476.9332,1480.2183,1459.1669,1483.7183,1537.3089,1570.639,1619.0656,1598.345,1609.048,1553.4241,1602.5534,1644.5174,1658.0845,1604.0346,1646.4477,1564.422,1552.7149,1590.135,1629.8265,1656.7785,1670.4376,1771.7846,1726.0345,1646.8492,1595.5402,1552.4603,1587.2545,1628.1398,1717.0949,1779.4442,1728.3774,1766.3645,1801.8846,1785.3345,1814.921,1870.4086,2090.3426,2018.543,2091.9401,2021.832,1867.1893,1972.0909,2009.9187,2114.2587,2047.5586,2218.4107,2242.1337,2150.3151,2340.3436,2298.7315,2351.5904
326,8392-5,SCOTIA MIXTO,A,SUDMIXA CI,NO,Balanceado Moderado,FM MIXTO,4,P,599630,0,0,0,1429.4329,1435.7737,1436.6601,1424.7532,1432.0264,1433.6128,1463.5703,1449.7605,1426.1747,1456.9188,1459.6396,1441.9758,1402.1679,1382.2083,1400.4442,1396.0649,1421.822,1391.28,1402.0426,1417.0768,1400.0999,1401.6316,1419.7289,1427.8876,1419.464,1446.0796,1472.7406,1475.6348,1481.4776,1471.2722,1489.4507,1477.1105,1491.9433,1504.2606,1488.2137,1493.2878,1531.3302,1491.4247,1487.932,1496.3566,1492.7568,1482.9776,1492.2625,1491.3287,1474.9756,1447.5442,1442.2293,1420.7474,1441.8324,1438.3612,1462.8833,1476.4656,1455.1198,1472.6473,1479.7375,1468.8106,1486.6745,1499.8703,1541.4593,1526.6078,1528.6788,1480.8662,1382.2736,1435.6173,1443.5498,1465.2482,1438.7409,1475.0949,1454.7768,1438.0271,1510.0935,1494.4013,1520.7565
418,8907-9,SCOTIA OPTIMO,A,SUDOPTI CI,NO,"Fondos de Deuda > 365 Dias Nacional, Inversión en UF < 3 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,6397366,0,0,1716,3101.5743,3122.3173,3139.081,3130.0613,3143.3685,3157.0489,3164.7776,3168.9556,3172.2068,3153.6428,3129.7008,3121.48,3143.6418,3167.2475,3187.1334,3193.4955,3205.4617,3215.1327,3223.1756,3247.6632,3265.4323,3257.1095,3232.8399,3276.1216,3289.919,3311.2283,3320.6948,3333.8269,3328.3852,3331.0094,3329.5427,3336.7939,3324.8682,3311.5022,3319.0029,3334.2542,3347.3456,3358.848,3362.5967,3359.8838,3376.4657,3384.3698,3390.6434,3395.4859,3398.1604,3389.7602,3393.8326,3397.685,3409.5356,3411.5646,3426.3167,3444.3615,3470.0724,3491.1437,3521.3993,3540.4857,3551.1638,3496.6513,3488.9142,3523.9569,3545.7107,3492.9643,3480.8703,3562.709,3624.5432,3603.6255,3591.6431,3646.5349,3614.5167,3654.2533,3688.2132,3679.6903,3727.1998
296,8188-4,SCOTIA PERMANENCIA,A,BDDPERM CI,NO,Balanceado Conservador,FM DE LIBRE INVERSION,6,P,223705,0,0,8772,1612.0619,1617.7262,1615.1157,1612.7262,1615.8541,1615.3211,1644.4741,1634.9455,1617.8405,1640.6808,1650.0944,1639.3965,1620.2668,1610.7962,1620.8745,1622.8861,1646.2875,1626.7862,1635.1928,1640.4401,1632.0248,1628.0097,1619.4995,1636.1024,1635.8598,1656.2472,1685.4827,1694.9719,1695.7348,1684.4093,1696.1647,1681.9526,1691.0136,1697.6363,1676.4568,1687.4084,1716.8596,1693.1288,1690.0092,1700.8987,1694.1392,1686.1945,1691.3428,1697.9482,1685.9808,1658.8265,1657.7015,1646.0092,1660.8803,1657.5822,1676.4242,1688.6322,1679.8529,1695.7004,1705.7779,1700.2395,1713.7751,1714.406,1741.2693,1732.5441,1736.9568,1705.6939,1648.9428,1675.0603,1674.0477,1689.0122,1667.7882,1695.9454,1677.8432,1671.7953,1715.8535,1705.6151,1725.2143
237915,8255-4,SCOTIA PRIORIDAD,A,BDDPRIO CI,NO,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1,P,1231287,0,0,0,1394.8593,1396.4898,1398.3451,1400.1972,1402.1872,1404.1087,1406.1383,1408.1722,1410.2032,1412.2834,1414.4039,1416.8437,1419.5333,1422.186,1425.0664,1427.8001,1430.5728,1433.1425,1435.6575,1438.1438,1440.5296,1442.9812,1445.3315,1447.8092,1450.2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237909,8187-6,SCOTIA PROXIMIDAD,A,BDDPROX CI,NO,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1,P,5982884,0,0,0,,,1595.9134,1598.0089,1600.2896,1602.5154,1604.7285,1606.9907,1609.3219,1611.7617,1614.2625,1616.8658,1619.7016,1622.5023,1625.409,1628.2467,1631.17,1633.8266,1636.4529,1639.0502,1641.4374,1643.8619,1646.208,1648.6756,1651.002,1653.202,1655.5675,1657.6496,1659.4932,1661.0537,1662.5638,1664.0234,1665.3338,1666.6622,1667.9056,1669.2643,1670.623,1671.7687,1673.1095,1674.3476,1675.6756,1676.9799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
