field1,fundRUN,fundName,fundSeries,bloombergCode,APV,aafmCategory,svsCategory,svsCategoryId,currency,fixedRemuneration,variableRemuneration,investmentCommission,rescuedCommission,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021
250,9594-K,CARTERA EQUILIBRADA,A,,NO,Balanceado Moderado,FM DE LIBRE INVERSION,6,P,10271.0056,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005.3557,1003.7677,1003.1941,1007.3945,1026.7238,1012.8234,1000.2801,987.8611,981.0065,997.2895,996.7715,1019.2773,1030.6147,1026.9298,1040.8139,1058.3648,1056.2619,1070.7802,1072.2486,1100.7813,1098.6291,1122.019,1082.1585,983.5145,1032.8628,1040.9158,1077.6566,1072.3629,1115.5349,1100.6655,1083.5784,1146.8304,1141.6371,1165.4124
262,9595-8,CARTERA PRUDENTE,A,,NO,Balanceado Conservador,FM DE LIBRE INVERSION,6,P,2904.4994,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002.3415,1003.3151,1005.7196,1008.8765,1024.9648,1015.8922,1008.9608,1000.3309,996.8435,1008.3155,1008.1257,1025.3082,1034.8677,1038.9694,1051.6263,1070.032,1074.8975,1082.8285,1073.0709,1077.3528,1083.122,1098.2098,1064.6398,992.8155,1031.162,1047.1324,1067.2791,1070.0554,1101.5036,1086.2797,1079.6585,1121.9534,1123.8059,1140.648
198,8177-9,CASH,A,IVSXCSH CI,NO,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1,P,1166365,0,0,0,1799.0214,1802.3844,1806.1449,1809.9987,1814.1138,1817.9058,1821.9226,1825.9509,1830.3694,1834.704,1838.8991,1843.1124,1847.6397,1852.583,1857.5608,1862.5607,1867.5096,1871.9216,1876.5326,1881.0642,1885.3215,1889.89,1894.1495,1898.6788,1903.3272,1908.0852,1911.8949,1915.5605,1918.9546,1921.851,1924.5339,1927.3598,1930.0839,1932.7754,1935.8466,1938.9789,1942.0164,1944.6411,1947.3832,1949.9688,1952.8263,1955.5768,1958.1794,1961.1159,1963.7532,1966.5095,1969.559,1972.4242,1975.2803,1977.9843,1981.0623,1984.4279,1987.9336,1992.1297,1995.0166,1997.6446,2000.3092,2002.0147,2003.2158,2004.6338,2005.939,2007.3786,2008.8287,2011.2129,2011.6233,2011.7789,2011.8156,2011.8803,2011.9535,2012.023,2012.1183,2012.1857,2012.2741
238121,8048-9,CHECK,A,SECCHEC CI,NO,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1,P,6877071,0,0,0,4002.9956,4010.0084,4015.0934,4020.1677,4025.2873,4030.209,4035.4291,4040.6317,4045.8083,4051.4142,4057.3914,4064.2594,4072.3959,4080.1061,4088.1261,4095.6633,4103.1733,4109.9749,4116.424,4122.7959,4128.8395,4135.1779,4141.4432,4148.1178,4156.1953,4161.5356,4166.9749,4173.1385,4177.1412,4180.441,4183.5929,4186.5212,4189.0157,4191.5731,4194.1058,4196.9147,4200.1075,4202.81,4205.6523,4208.1494,4210.9055,4213.5929,4216.2026,4218.8904,4221.5351,4224.1967,4227.4322,4231.086,4235.0261,4239.046,4243.5004,4247.8853,4252.2549,4256.2164,4259.3563,4262.1126,4264.9476,4265.1574,4260.497,4269.9834,4272.9466,4275.2218,4277.3976,4282.8533,4283.3135,4283.4862,4283.6296,,,,,,
237033,8789-0,CHILE 18 Q,A,CHI18QA CI,NO,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,26089,0,0,0,682.6324,707.9356,690.8275,709.5001,706.1525,673.3221,665.6403,653.8947,628.9386,650.6597,623.1053,620.2069,615.0769,620.6722,654.4687,663.8807,649.6868,654.422,672.6631,669.5938,650.1703,689.6897,671.0127,659.9416,663.7284,684.7636,748.7846,746.2092,750.5825,730.0751,773.1963,792.0024,814.2769,842.1097,758.0284,834.87,867.22,824.5784,817.8128,839.1373,793.4964,775.6165,790.4934,757.1052,755.867,730.6615,721.6258,711.1711,748.064,728.9037,,,,,,,,,,,,,,,,,,,,,,,
238734,8027-6,CHILE ACCIONARIO,A,CICBURS CI,NO,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,1365807,0,0,0,10305.354,10655.2767,10492.712,10619.1365,10427.8006,9997.0301,9912.6338,9705.0853,9354.559,9549.0882,9044.9288,9004.0373,9056.3067,9199.1594,9536.23,9586.6967,9322.718,9365.9084,9598.4605,9499.3935,9178.3428,9652.2218,9343.2202,9152.6201,9161.2451,9516.5265,10500.3569,10433.7407,10324.9345,10023.0965,10841.7697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,8381-K,CHILE ACCIONES,A,EUCH18A CI,NO,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,501790,0,0,0,1083.3731,1121.3899,1095.3717,1126.4341,1113.5202,1059.1033,1049.0742,1034.1469,994.0561,1026.504,983.2832,983.0384,975.94,984.1867,1032.3997,1043.5866,1008.122,1016.1858,1041.1285,1035.0512,1005.3706,1068.5991,1041.4292,1025.0897,1030.241,1065.5859,1164.1668,1158.4225,1154.0398,1124.1451,1193.8532,1212.2474,1252.6233,1306.5755,1161.8987,1287.8854,1351.4471,1289.0977,1266.3252,1303.1767,1224.014,1183.4768,1211.4558,1168.7342,1174.6969,1125.9097,1126.5518,1118.7195,1181.7582,1151.8964,1130.7872,1106.7245,1046.4779,1063.6174,1038.6625,999.1897,1048.7978,979.0404,932.2994,961.4116,935.3834,841.0422,704.1425,798.3828,713.6924,773.0346,781.7242,730.8113,703.5817,682.0516,772.4022,793.693,811.7524
236303,9489-7,CHILE BLUE CHIP,A,,NO,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,141923,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993.5329,970.4911,913.1946,928.0001,904.1338,869.4503,910.467,850.3893,809.6731,832.3689,808.0287,,,,,,,,,,,,
16,8679-7,CHILE MID CAP,A,INGACCA CI,NO,Accionario Nacional Otros,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,140901,0,0,0,1229.921,1280.0795,1257.7261,1257.9737,1229.0867,1187.3926,1174.175,1183.6754,1160.5753,1171.5069,1124.0867,1127.0659,1128.2649,1148.9213,1193.917,1185.6649,1168.3269,1164.1236,1233.6007,1255.6422,1280.2702,1307.6869,1261.8945,1187.3268,1186.4599,1238.2081,1391.3925,1418.9718,1385.5541,1319.6252,1441.8373,1458.5744,1524.5079,1629.2709,1353.2776,1604.2081,1688.5859,1621.7844,1523.6625,1584.2579,1556.5263,1455.5735,1433.3302,1463.7782,1501.8341,1423.1424,1426.955,1439.7661,1491.0817,1485.686,1451.2031,1423.3148,1367.1942,1402.1612,1353.8331,1230.1234,1306.2777,1176.5411,996.9163,1040.5881,1005.4288,883.0803,734.8176,807.7782,790.2823,852.2125,848.033,857.183,797.829,727.1006,805.1996,825.8157,843.1316
236309,9561-3,COBERTURA GLOBAL,A,,NO,"Fondos de Deuda > 365 Dias Internacional, Mercados Internacionales",FM DE LIBRE INVERSION,6,P,44623,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,986.6,984.7,981.2233,981.2233,981.2233,981.2233,981.2233,981.2233,981.2233,981.2233,981.2233,981.2233,981.2233,981.2233,981.2233,981.2233,981.2233,981.2233,981.2233,981.2233,981.2233,980.2107,982.5945,994.9871,,,,,,,,,,,,
419,9362-9,COMPASS ACC CHILENAS,A,COACCCA CI,NO,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,424684,0,0,0,,,,,,,,,,,,,,,,,,,,990.2867,969.7079,1035.2851,1004.0083,992.78,998.4695,1033.4733,1140.5527,1158.7791,1151.1384,1121.435,1202.339,1225.4277,1280.4065,1347.5837,1181.0718,1328.7705,1407.5565,1344.9785,1319.9701,1369.3232,1305.974,1257.5797,1283.6042,1252.1433,1270.1142,1230.8442,1240.5267,1241.6701,1307.8528,1270.1021,1252.6249,1225.8154,1152.2716,1183.8649,1159.3489,1112.3343,1191.2004,1107.393,1046.3169,1102.2689,1082.0742,969.4395,813.4827,918.6289,846.9122,935.748,966.6376,928.3833,882.3348,836.9842,949.0783,981.2138,994.3927
76,8317-8,COMPROMISO BANCOESTADO,A,BECOMPR CI,NO,"Fondos de Deuda > 365 Dias Nacional, Inversión en UF < 3 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,2003707,0,0,0,1683.9146,1698.7544,1709.5092,1704.0078,1712.553,1724.015,1736.9699,1748.0595,1747.7721,1746.3271,1747.1005,1743.9949,1760.932,1772.402,1777.9255,1780.7131,1792.3407,1798.522,1803.4083,1815.8508,1824.3999,1818.639,1807.631,1830.9788,1840.217,1854.1619,1858.7852,1867.9644,1869.3301,1870.8346,1869.5453,1877.5899,1868.9674,1862.2142,1866.8484,1879.1948,1889.3891,1899.3388,1902.7856,1903.9658,1915.1733,1923.5194,1931.2033,1937.0018,1939.0229,1932.1889,1937.981,1943.3977,1955.1682,1957.8504,1973.2227,1987.9926,2008.7527,2028.7118,2053.7762,2072.7427,2081.4734,2043.8721,2028.0182,2056.9787,2076.8701,2046.1252,2034.5336,2086.7161,2126.4054,2118.8428,2116.1806,2148.1705,2130.0819,2156.3854,2179.2867,2178.4638,2209.0194
238274,8463-8,CONFIANZA,A,CDSMCOA CI,NO,Fondos de Deuda < 365 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS,2,P,720212,0,0,0,1613.5599,1617.6113,1619.5706,1623.0207,1626.9197,1632.048,1635.4998,1637.5112,1637.4522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238376,8664-9,CONFIANZA DÓLAR,A,CDSCONA CI,NO,Fondos de Deuda < 365 Dias Internacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS,2,D,104.05,0,0,0,104.9495,104.7715,104.704,104.7549,104.9777,105.0791,103.3699,103.1707,101.4655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34739,9965-1,CONSERVADOR,A,,NO,S/C Fondos creados recientemente que aún no han sido clasificados,FM DE LIBRE INVERSION,6,P,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007.7425
75,9079-4,CONSERVADOR AMERICA,A,BBVCOAA CI,NO,Balanceado Conservador,FM DE LIBRE INVERSION,6,P,420408,0,0,0,1019.2443,1022.7382,1022.2903,1017.0387,1022.906,1028.2662,1051.3312,1048.2298,1040.238,1055.5527,1062.8796,1056.5519,1043.4186,1041.5249,1043.6732,1049.0373,1051.9384,1059.0111,1066.2767,1079.5904,1079.4147,1073.1386,1061.3945,1080.3959,1083.2658,1096.8097,1103.679,1108.6595,1104.7853,1096.6375,1105.7492,1101.2256,1101.8293,1096.1079,1078.3631,1092.9802,1112.0653,1098.2817,1097.3049,1100.5366,1092.1832,1092.6464,1096.522,1109.799,1106.9572,1099.1163,1099.8627,1091.096,1103.52,1103.6793,1112.0114,1117.9116,1127.5527,1149.0597,1170.7884,1182.1519,1200.2547,1167.1524,1167.9946,1186.758,1193.2158,1155.9781,1100.0379,1135.2782,1156.7764,1154.1641,1146.8273,1170.1083,1143.8894,1148.2979,1176.6729,1187.6382,1197.6573
473,9853-1,CONSERVADORA DÃ“LAR,A,,NO,S/C Fondos creados recientemente que aún no han sido clasificados,FM DE LIBRE INVERSION,6,D,740.28,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.001,9.9181,10.2936,10.5657,10.6978,11.0261,11.1427,11.02,11.0143,11.4431,11.6509,11.6498
30,8375-5,CONSORCIO AHORRO DINAMICO,A,LVCALPA CI,NO,"Fondos de Deuda > 365 Dias Nacional, Inversion UF > 3 años y =<5",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,1818111,0,0,0,1469.225,1482.5555,1492.1026,1477.7933,1483.8625,1491.4254,1507.0555,1515.4514,1514.7978,1511.1102,1508.3108,1501.5895,1515.2321,1530.4589,1536.1515,1540.4129,1549.7906,1556.6929,1567.2631,1589.0927,1607.8697,1596.14,1566.2009,1596.3957,1608.3733,1621.7337,1624.612,1633.5489,1629.515,1628.1016,1623.9558,1627.3047,1618.7315,1611.4546,1610.0703,1621.1819,1627.8582,1635.5632,1637.7134,1636.8745,1646.322,1652.1329,1658.3123,1663.0207,1662.4806,1654.0245,1656.2066,1659.4502,1670.9603,1672.8035,1690.3949,1703.2364,1728.5545,1751.1845,1780.6086,1801.7305,1803.8514,1754.7401,1710.6435,1740.6463,1754.912,1723.2123,1686.7738,1743.5976,1773.3796,1767.6775,1764.5988,1790.565,1768.107,1784.5447,1803.0276,1808.4251,1838.9546
237456,8532-4,CONSORCIO AHORRO NOM,A,CXNOMIA CI,NO,Fondos de Deuda < 365 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS,2,P,892608,0,0,0,1333.2343,1335.0405,1337.3996,1338.257,1341.6317,1345.3918,1348.6103,1350.8923,1352.0976,1352.2412,1353.4041,1355.3773,1360.4916,1364.9616,1369.3258,1373.3843,1376.8314,1380.4512,1383.9498,1388.187,1390.6612,1392.696,1393.1843,1397.4775,1403.4321,1405.9375,1408.8871,1413.0162,1415.4422,1417.1029,1419.7346,1421.7411,1422.8517,1423.8736,1424.605,1426.6373,1429.9398,1431.9427,1433.1272,1436.1519,1437.1923,1438.9014,1441.1922,1442.6347,1443.6591,1444.1381,,,,,,,,,,,,,,,,,,,,,,,,,,,
237412,8246-5,CONSORCIO AHORRO UF,A,IVSXDPC CI,NO,"Fondos de Deuda > 365 Dias Nacional, Inversión en UF < 3 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,1569617,0,0,0,1608.0363,1621.5577,1634.8042,1624.8088,1631.9313,1640.8919,1656.0025,1664.7457,1664.1431,1662.1493,1661.8308,1657.5102,1672.8627,1684.9781,1688.6801,1691.598,1702.2348,1707.5004,1713.9078,1726.885,1737.1285,1728.7225,1711.6241,1735.1864,1745.2484,1757.1792,1760.3659,1767.5546,1765.6852,1765.1998,1761.7905,1767.3437,1759.6702,1750.7625,1753.0906,1762.6437,1767.957,1775.6847,1777.5975,1776.9636,1787.0978,1793.6245,1799.9059,1804.2112,1804.8436,1796.385,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,8303-8,CONSORCIO BALANCEADO,A,CONMESC CI,NO,Balanceado Agresivo,FM DE LIBRE INVERSION,6,P,506506,0,0,0,1340.2097,1356.1387,1369.0527,1372.247,1382.4695,1379.3469,1419.7459,1373.6213,1332.1726,1393.9471,1415.1642,1399.3872,1318.1987,1287.7557,1308.9147,1298.3197,1346.4091,1296.8745,1329.4532,1367.0182,1330.8386,1312.7809,1318.4361,1306.25,1297.6713,1328.1784,1383.9503,1400.6542,1434.7822,1419.6602,1442.222,1415.379,1454.1278,1481.9372,1465.1254,1461.7412,1509.2773,1443.8253,1426.231,1442.1278,1449.3784,1443.8678,1452.4898,1494.4165,1475.3502,1421.9517,1400.8683,1356.5196,1401.0694,1402.5811,1433.9591,1461.4525,1442.1942,1451.2366,1485.0041,1480.7691,1503.8541,1504.0727,1591.1978,1547.6212,1602.2726,1525.6135,1333.3057,1427.4372,1410.181,1474.5676,1451.9588,1514.9499,1489.6494,1463.9439,1568.1557,1539.8238,1604.2597
3,8320-8,CONVENIENCIA BANCOESTADO,A,BECONVA CI,NO,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1,P,93302,0,0,0,1442.6084,1445.3803,1448.5839,1451.764,1455.1431,1458.4754,1462.0767,1465.7198,1469.3154,1473.0462,1476.7274,1480.7816,1485.001,1488.8706,1493.0307,1497.058,1501.1713,1505.1621,1509.333,1513.5191,1517.5308,1521.7414,1525.8426,1530.1823,1534.519,1538.3949,1542.4781,1546.1078,1549.437,1552.3602,1555.2257,1558.0168,1560.6843,1563.4256,1566.1063,1568.9608,1571.8991,1574.5157,1577.3455,1580.0507,1582.8581,1585.545,1588.2834,1590.9991,1593.6579,1596.3944,1599.0408,1602.1694,1605.5633,1608.7019,1612.1305,1615.5692,1619.0749,1622.4861,1625.5445,1628.3752,1631.0474,1633.2972,1635.4561,1637.2991,1639.1006,1641.0154,1643.3242,1647.0823,1647.2836,1647.4488,1647.5824,1647.6114,1647.6183,1647.6323,1647.6491,1647.6663,1647.6837
237159,8133-7,CORP ACCIONES LATINOAMERICA,A,CORPEMK CI,NO,Accionario America Latina,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,414370.0241,0,0,0,1526.5063,1506.2241,1426.1579,1491.5656,1429.7426,1448.789,1392.6948,1331.4483,1246.9669,1299.9489,1306.5015,1242.8258,1164.7364,1190.5512,1311.6992,1358.4829,1284.3067,1330.7865,1383.9553,1426.4625,1372.4176,1454.452,1333.9408,1343.7793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234861,8953-2,CORP BONOS CORPORATIVOS,A,CBOCORA CI,NO,"Fondos de Deuda > 365 Dias Nacional, Inversión en UF > 3 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,175355.9772,0,0,0,,,,,,,,,,,,,1190.3155,1202.119,1207.041,1218.5317,1228.2179,1237.2188,1248.1746,1264.3051,1275.2146,1266.0785,1240.7145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237341,9016-6,CORP CAPITAL BALANCEADO,A,CAPBALA CI,NO,Balanceado Moderado,FM MIXTO,4,P,286778.3108,0,0,0,1515.5944,1531.1715,1536.8861,1520.3604,1522.5447,1533.5016,1571.4754,1549.3131,1519.8509,1555.281,1574.1267,1550.7428,1505.2504,1489.0471,1517.9846,1509.6297,1547.9594,1519.7975,1542.9191,1569.9263,1549.7931,1509.0469,1551.4488,1573.3186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237346,9017-4,CORP CAPITAL MODERADO,A,CAPMODA CI,NO,Balanceado Conservador,FM MIXTO,4,P,333746.1279,0,0,0,1469.987,1483.1465,1489.9689,1478.7365,1482.0003,1495.2201,1520.4216,1514.5625,1501.3113,1512.787,1525.7386,1511.6821,1493.3894,1491.0395,1505.8268,1501.4549,1525.4724,1514.4104,1524.8884,1543.0016,1535.3721,1508.682,1526.2619,1550.9016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237352,9029-8,CORP DEUDA LATAM,A,CORPLAT CI,NO,"Fondos de Deuda > 365 Dias Internacional, Mercados Emergentes",FM MIXTO,4,P,128974.4172,0,0,0,1367.7969,1374.8816,1375.0721,1391.1006,1406.0483,1398.4991,1417.118,1399.4429,1364.3937,1395.8579,1383.5546,1366.0165,1356.4234,1340.2905,1342.197,1361.3631,1368.1176,1375.035,1393.0796,1412.578,1386.9346,1375.082,1386.3865,1384.4289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237270,8794-7,CORP EMEA,A,COEMEAA CI,NO,Accionario Europa Emergente,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,9703.0436,0,0,0,1004.495,989.9728,969.5844,997.2592,957.8273,958.1508,954.1764,917.3254,881.6413,899.2993,855.4769,820.089,781.0705,767.3763,833.5805,832.0215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237192,8269-4,CORP EUROPA,A,CORPEUA CI,NO,Accionario Europa Desarrollado,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,1087158.767,0,0,0,1064.8109,1095.267,1102.3335,1087.9301,1098.0036,1095.5464,1164.1109,1128.4308,1077.3976,1130.491,1158.8427,1129.4867,1046.2457,987.6657,999.5163,996.948,1047.0367,929.2322,955.9526,1002.7758,968.0794,942.2406,944.0826,975.1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237321,9011-5,CORP INVESTMENT A,A,CORPFBA CI,NO,Balanceado Agresivo,FM MIXTO,4,P,317827.3739,0,0,0,1169.6922,1199.0747,1203.4883,1189.99,1206.1537,1206.4676,1251.5104,1210.8089,1174.4839,1230.0968,1253.0049,1229.5782,1172.7713,1137.1474,1147.7151,1135.7469,1181.9384,1140.5006,1158.3751,1188.1455,1156.395,1151.828,1170.6177,1169.2847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237331,9014-K,CORP INVESTMENT C,A,CCRECIA CI,NO,Balanceado Moderado,FM MIXTO,4,P,162163.5232,0,0,0,1161.869,1182.8396,1185.1182,1181.4048,1191.804,1193.3492,1213.3035,1193.7415,1173.1318,1205.1918,1214.4417,1200.6844,1173.8542,1154.4833,1163.0046,1151.2441,1179.5467,1158.3769,1168.1025,1189.3089,1171.2803,1172.299,1182.3962,1187.7314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237336,9015-8,CORP INVESTMENT D,A,CORPGMK CI,NO,Balanceado Conservador,FM MIXTO,4,P,1229303.18,0,0,0,1208.5653,1223.311,1225.9875,1221.2115,1227.8976,1230.0474,1250.2817,1244.6182,1231.8345,1245.5816,1244.9995,1229.9049,1230.7003,1225.3501,1228.4133,1228.1493,1240.6342,1237.9123,1245.5932,1260.9106,1259.6897,1253.6359,1245.7877,1262.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237154,8119-1,CORP MAS FUTURO,A,CORPMFU CI,NO,"Fondos de Deuda > 365 Dias Nacional, Inversión en UF > 3 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,4369768.784,0,0,5926,2707.7549,2734.1112,2747.2366,2722.9912,2733.8007,2745.7706,2776.8762,2792.6763,2776.0042,2771.3211,2748.264,2712.084,2753.5093,2781.1964,2790.0531,2808.5495,2824.9575,2843.3564,2864.7956,2901.0518,2921.0492,2900.7015,2855.8876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237255,8590-1,CORP MAS INGRESO,A,CORPMIN CI,NO,"Fondos de Deuda > 365 Dias Internacional, Mercados Internacionales",FM DE LIBRE INVERSION,6,P,32734.1285,0,0,0,2390.066,2433.5199,2427.075,2442.8832,2453.1707,2437.5433,2448.8907,2413.1528,2337.6901,2403.1789,2356.0734,2309.3337,2280.8615,2246.7433,2244.3575,2308.3386,2341.0957,2313.4334,2360.0551,2437.5992,2380.2654,2361.0563,2427.6523,2452.3201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237203,8286-4,CORP MAS VALOR,A,CORPMVL CI,NO,Fondos de Deuda > 365 Dias Orig. Flex,FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3,P,834882.5554,0,0,0,2045.9282,2062.4337,2073.9997,2063.1289,2070.9101,2083.6083,2103.6391,2115.4153,2109.6931,2104.6177,2100.3285,2090.4904,2116.6866,2133.7803,2140.6447,2151.7727,2161.7239,2172.2076,2181.7388,2199.8081,2211.5399,2198.9935,2179.7589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237326,9012-3,CORP PERFIL AGRESIVO,A,CALTCRA CI,NO,Accionario Desarrollado,FM MIXTO,4,P,79585.3873,0,0,0,1514.9059,1537.0047,1544.0438,1520.4708,1525.0668,1535.473,1610.108,1557.4667,1505.0364,1589.3067,1622.2576,1584.5072,1486.4155,1445.2953,1502.4124,1486.691,1554.9365,1503.328,1551.4956,1596.4885,1549.0142,1485.2876,1572.1597,1590.3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237197,8285-6,CORP SELECTO,A,CORPSEL CI,NO,Fondos de Deuda < 365 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS,2,P,2098215.713,0,0,13602,2749.7946,2759.0377,2766.4414,2766.2683,2775.9313,2786.5408,2798.2631,2805.7056,2812.0984,2811.2072,2810.9668,2805.8181,2822.7057,2835.8978,2845.7296,2856.5625,2864.2139,2873.7694,2882.4076,2893.226,2899.827,2901.1243,2900.2182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237251,8589-8,CORP SELECTO GLOBAL,A,CORPDOL CI,NO,"Fondos de Deuda > 365 Dias Internacional, Mercados Emergentes",FM DE LIBRE INVERSION,6,D,496.4604,0,0,0,142.3317,143.6635,143.4464,145.7364,145.7191,143.3445,143.1448,140.4106,138.0617,141.2424,141.1707,138.5988,137.426,138.5044,142.8774,145.235,145.1922,148.1128,150.3382,152.1424,152.0476,151.477,147.282,148.6837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237174,8233-3,CORP USA,A,CORPUSA CI,NO,Accionario EEUU,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5,P,3804398.113,0,0,0,1027.5643,1058.1586,1057.5952,1029.7697,1049.9422,1062.7471,1140.1525,1107.2043,1059.8664,1138.052,1168.6228,1154.3524,1065.5534,1041.4595,1058.8431,1041.2239,1106.5467,1047.4788,1079.687,1112.4662,1071.7847,1041.4089,1111.6679,1115.7241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
